NoAffS,VL,VC,Time,Result,FTime,FResult
1720.0,1274.0,180.0,,0.0,462.31,1.0
7232.0,1020.0,116.0,,0.0,247.83,1.0
4155.0,1083.0,110.0,,0.0,232.68,1.0
5207.0,1111.0,132.0,,0.0,187.75,1.0
5808.0,1075.0,122.0,,0.0,197.38,1.0
7400.0,1144.0,146.0,,0.0,247.56,1.0
2423.0,1178.0,162.0,,0.0,781.96,1.0
7186.0,1123.0,140.0,,0.0,250.04,1.0
1678.0,1219.0,164.0,,0.0,474.84,1.0
6691.0,1086.0,126.0,,0.0,220.87,1.0
7046.0,671.0,0.0,,0.0,254.38,1.0
5703.0,1138.0,136.0,,0.0,198.4,1.0
1678.0,1227.0,164.0,,0.0,478.47,1.0
7.0,1121.0,132.0,,0.0,0,0
4715.0,1012.0,94.0,,0.0,163.14,1.0
3961.0,1094.0,116.0,,0.0,228.84,1.0
22.0,671.0,0.0,,0.0,0,0
7400.0,1144.0,146.0,,0.0,246.53,1.0
5857.0,1233.0,164.0,,0.0,202.44,1.0
7103.0,1092.0,126.0,,0.0,294.13,1.0
7.0,1169.0,146.0,,0.0,0,0
1678.0,1227.0,164.0,,0.0,474.22,1.0
5628.0,1168.0,138.0,,0.0,216.79,1.0
1678.0,1227.0,164.0,,0.0,469.37,1.0
1720.0,1269.0,180.0,,0.0,468.55,1.0
1678.0,1237.0,170.0,,0.0,464.12,1.0
7186.0,1123.0,140.0,,0.0,251.38,1.0
1746.0,671.0,0.0,,0.0,470.04,1.0
8212.0,919.0,82.0,,0.0,208.87,1.0
78.0,1109.0,126.0,,0.0,0,0
