NoAffS,VL,VC,Time,Result,FTime,FResult
6862.0,713.0,0.0,,0.0,41.94,1.0
13122.0,1299.0,160.0,,0.0,41.45,1.0
6556.0,1456.0,200.0,,0.0,42.08,1.0
13242.0,1336.0,166.0,,0.0,40.18,1.0
11411.0,1743.0,278.0,,0.0,31.8,1.0
5847.0,713.0,0.0,,0.0,41.4,1.0
5167.0,713.0,0.0,,0.0,42.0,1.0
5514.0,1794.0,286.0,,0.0,42.76,1.0
6188.0,1785.0,286.0,,0.0,43.17,1.0
12298.0,0,0,,0,28.96,1.0
6897.0,1649.0,252.0,,0.0,42.48,1.0
11902.0,713.0,0.0,,0.0,30.94,1.0
11680.0,1796.0,286.0,,0.0,30.61,1.0
0,0,0,,0,31.26,1.0
11629.0,1779.0,286.0,,0.0,31.01,1.0
7199.0,713.0,0.0,,0.0,41.15,1.0
0,0,0,,0,31.56,1.0
6856.0,1521.0,222.0,,0.0,43.7,1.0
13228.0,1327.0,166.0,,0.0,40.46,1.0
623.0,1796.0,286.0,,0.0,209.69,1.0
7195.0,1793.0,286.0,,0.0,42.06,1.0
13228.0,1332.0,166.0,,0.0,40.02,1.0
6521.0,1522.0,222.0,,0.0,43.54,1.0
19650.0,1658.0,252.0,,0.0,44.3,1.0
6858.0,1789.0,286.0,,0.0,41.55,1.0
19199.0,1645.0,252.0,,0.0,45.82,1.0
6525.0,1773.0,286.0,,0.0,41.58,1.0
13002.0,1796.0,286.0,,0.0,30.18,1.0
0,0,0,,0,30.86,1.0
13210.0,1428.0,208.0,,0.0,40.72,1.0
