GNoAffS,GVL,GVC,GTime,GResult,GFTime,GFResult
0.6623376623376623,0.875,0.6,0,0.0,0.252402630247851,1.0
0.6623376623376623,0.8125,0.6,0,0.0,0.8973191704602946,1.0
0.6623376623376623,0.0,0.0,0,0.0,0.054122407688416495,1.0
0.6623376623376623,0.8125,0.6,0,0.0,0.8133535660091047,1.0
0.6623376623376623,0.8125,0.6,0,0.0,0.9367728882144664,1.0
0.3246753246753247,1.0,1.0,0,0.0,0.9742033383915027,1.0
0.6623376623376623,0.4375,0.4,0,0.0,0.08548305513404145,1.0
0.6623376623376623,0.8125,0.6,0,0.0,0.17046029337379906,1.0
0.6623376623376623,0.4375,0.4,0,0.0,0.16944865958523,1.0
0.6623376623376623,0.875,0.6,0,0.0,0.8639352554375316,1.0
0.6623376623376623,0.4375,0.4,0,0.0,0.07435508345978757,1.0
0.6623376623376623,0.8125,0.6,0,0.0,0.05361659079413269,1.0
0.3246753246753247,0.8125,0.6,0,0.0,0.8993424380374327,1.0
1.0,0.5625,0.4,0,0.0,0.9499241274658597,1.0
0.6623376623376623,0.875,0.6,0,0.0,0.9509357612544274,1.0
0.6623376623376623,0.4375,0.4,0,0.0,0.9317147192716253,1.0
0.3246753246753247,0.8125,0.6,0,0.0,1.0,1.0
0.6623376623376623,0.4375,0.4,0,0.0,0.8548305513404144,1.0
0.3246753246753247,0.875,0.6,0,0.0,0.9170460293373804,1.0
0.6623376623376623,0.5625,0.4,0,0.0,0.11532625189681352,1.0
0.3246753246753247,0.8125,0.6,0,0.0,0.18866970156803348,1.0
0.6623376623376623,0.875,0.6,0,0.0,0.1001517450682863,1.0
0.6623376623376623,0.8125,0.6,0,0.0,0.0,1.0
0.6623376623376623,0.5625,0.4,0,0.0,0.15427415275670278,1.0
0.6623376623376623,0.0,0.0,0,0.0,0.11633788568538257,1.0
0.0,0.875,0.6,0,0.0,0.9266565503287815,1.0
0.6623376623376623,0.8125,0.6,0,0.0,0.8032372281234198,1.0
0.3246753246753247,0.875,0.6,0,0.0,0.9453717754172997,1.0
1.0,0.4375,0.4,0,0.0,0.13252402630247886,1.0
0.6623376623376623,0.8125,0.6,0,0.0,0.1780475467880634,1.0
