NoAffS,VL,VC,Time,Result,FTime,FResult
371.0,240.0,128.0,,0.0,153.72,1.0
251.0,309.0,192.0,,0.0,311.5,1.0
251.0,207.0,114.0,,0.0,305.84,1.0
251.0,207.0,114.0,,0.0,315.82,1.0
371.0,310.0,192.0,,0.0,155.99,1.0
878.0,309.0,192.0,,0.0,51.41,1.0
287.0,311.0,192.0,,0.0,30.32,0.0
418.0,308.0,192.0,,0.0,201.67,1.0
287.0,311.0,192.0,,0.0,30.35,0.0
443.0,240.0,128.0,,0.0,247.43,1.0
476.0,296.0,184.0,,0.0,139.45,1.0
247.0,311.0,192.0,,0.0,215.39,1.0
878.0,308.0,192.0,,0.0,53.9,1.0
385.0,296.0,184.0,,0.0,246.4,1.0
371.0,240.0,128.0,,0.0,151.41,1.0
286.0,311.0,192.0,,0.0,126.39,1.0
255.0,311.0,192.0,,0.0,900.26,0.0
418.0,308.0,192.0,,0.0,203.54,1.0
385.0,240.0,128.0,,0.0,253.55,1.0
432.0,308.0,192.0,,0.0,86.22,1.0
371.0,240.0,128.0,,0.0,151.02,1.0
249.0,311.0,192.0,,0.0,30.35,0.0
251.0,254.0,136.0,,0.0,309.97,1.0
371.0,296.0,184.0,,0.0,153.94,1.0
371.0,240.0,128.0,,0.0,150.71,1.0
371.0,296.0,184.0,,0.0,152.49,1.0
878.0,309.0,192.0,,0.0,52.25,1.0
344.0,309.0,192.0,,0.0,321.59,1.0
371.0,310.0,192.0,,0.0,149.9,1.0
249.0,311.0,192.0,,0.0,30.35,0.0
