NoAffS,VL,VC,Time,Result,FTime,FResult
5249.0,1963.0,274.0,,0.0,45.19,1.0
10963.0,2543.0,488.0,,0.0,51.06,1.0
6909.0,2469.0,400.0,,0.0,48.45,1.0
158.0,1625.0,196.0,,0.0,153.61,1.0
312.0,2798.0,530.0,,0.0,156.29,1.0
7550.0,2670.0,478.0,,0.0,46.31,1.0
1210.0,2065.0,298.0,,0.0,149.19,1.0
6909.0,2218.0,322.0,,0.0,45.38,1.0
7554.0,2667.0,478.0,,0.0,58.53,1.0
342.0,2171.0,316.0,,0.0,206.18,1.0
105.0,2917.0,564.0,,0.0,223.58,1.0
10231.0,2556.0,496.0,,0.0,51.55,1.0
650.0,1430.0,152.0,,0.0,153.62,1.0
3366.0,1581.0,188.0,,0.0,58.95,1.0
416.0,1430.0,152.0,,0.0,156.96,1.0
3115.0,2909.0,564.0,,0.0,100.63,1.0
2576.0,1873.0,244.0,,0.0,117.68,1.0
10963.0,2202.0,354.0,,0.0,52.49,1.0
8470.0,2658.0,482.0,,0.0,43.46,1.0
1625.0,2010.0,262.0,,0.0,104.91,1.0
5539.0,2820.0,536.0,,0.0,61.33,1.0
1426.0,2791.0,532.0,,0.0,115.17,1.0
7621.0,2741.0,512.0,,0.0,42.53,1.0
650.0,837.0,0.0,,0.0,157.54,1.0
4835.0,1081.0,38.0,,0.0,54.75,1.0
6283.0,1113.0,54.0,,0.0,45.83,1.0
6419.0,2537.0,434.0,,0.0,44.08,1.0
223.0,2848.0,536.0,,0.0,149.34,1.0
266.0,2920.0,564.0,,0.0,155.98,1.0
9070.0,2467.0,466.0,,0.0,54.15,1.0
