GNoAffS,GVL,GVC,GTime,GResult,GFTime,GFResult
0.5757907133243607,0.6193016488845781,0.6335877862595419,0,0.0,0.17367523248775657,1.0
0.2935733512786003,0.1658583899127061,0.17938931297709923,0,0.0,0.1532933472734276,1.0
0.9682032301480484,0.3084384093113482,0.3931297709923664,0,0.0,0.22388158256754528,1.0
0.4178162853297443,0.38118331716779824,0.42366412213740456,0,0.0,0.09614262917514994,1.0
0.28751682368775233,0.5290979631425801,0.5381679389312977,0,0.0,0.15319429923512903,1.0
0.518085464333782,0.545101842870999,0.5038167938931297,0,0.0,0.08370659769988445,1.0
0.7907133243606999,0.6226964112512124,0.6603053435114504,0,0.0,0.26529466791393824,1.0
0.5289367429340511,0.26479146459747815,0.29770992366412213,0,0.0,0.33733560776976834,1.0
0.41966689098250337,0.40834141610087293,0.42366412213740456,0,0.0,0.09377648159357288,1.0
0.1009421265141319,0.8166828322017459,0.8664122137404581,0,0.0,0.6325868046002311,1.0
0.3379037685060565,0.5601357904946653,0.5305343511450382,0,0.0,0.09311616133824906,1.0
0.09993270524899057,0.0,0.0,0,0.0,0.693325262752435,1.0
0.0022711978465679676,0.9849660523763336,0.9885496183206107,0,0.0,0.9987563968524734,0.0
0.41361036339165547,0.6474296799224054,0.6030534351145038,0,0.0,0.09036482694106641,1.0
0.3818135935397039,0.6178467507274491,0.5801526717557252,0,0.0,0.0896714906729764,1.0
0.0033647375504710633,0.9844810863239574,0.9885496183206107,0,0.0,0.9979640125460848,0.0
0.9783815612382234,0.0877788554801164,0.14885496183206107,0,0.0,0.2254333351675563,1.0
0.9682032301480484,0.3084384093113482,0.3931297709923664,0,0.0,0.2276784240356573,1.0
0.5119448183041723,0.7298739088263821,0.7824427480916031,0,0.0,0.14757057172728774,1.0
0.29046096904441454,0.0,0.0,0,0.0,0.15217080283937712,1.0
0.5988391655450875,0.5475266731328807,0.6374045801526718,0,0.0,0.341924833544269,1.0
0.5477792732166891,0.0,0.0,0,0.0,0.322115225884554,1.0
0.6222240915208613,0.6323957322987391,0.7175572519083969,0,0.0,0.3289935618775106,1.0
0.5164872139973082,0.549466537342386,0.6412213740458015,0,0.0,0.33944863258680463,1.0
0.07520188425302826,0.7769156159068865,0.7786259541984732,0,0.0,1.0,0.0
0.09042732166890982,0.6944713870029098,0.7709923664122137,0,0.0,0.7124085181312937,1.0
1.0,0.013094083414161009,0.011450381679389313,0,0.0,0.22175755241292028,1.0
0.0,1.0,1.0,0,0.0,0.0,0.0
0.00319650067294751,0.27206595538312317,0.2900763358778626,0,0.0,0.9495515324932592,1.0
0.44313593539703905,0.4510184287099903,0.5305343511450382,0,0.0,0.33384691575414077,1.0
