NoAffS,VL,VC,Time,Result,FTime,FResult
2303.0,252.0,86.0,,0.0,205.15,1.0
2639.0,259.0,86.0,,0.0,0,0
2385.0,254.0,86.0,,0.0,356.32,1.0
3502.0,259.0,86.0,,0.0,243.82,1.0
3538.0,258.0,86.0,,0.0,243.18,1.0
3538.0,258.0,86.0,,0.0,241.59,1.0
2991.0,254.0,86.0,,0.0,197.88,1.0
3672.0,254.0,86.0,,0.0,198.25,1.0
1773.0,254.0,86.0,,0.0,233.36,1.0
3430.0,258.0,86.0,,0.0,192.27,1.0
3285.0,258.0,86.0,,0.0,192.49,1.0
3921.0,256.0,86.0,,0.0,161.92,1.0
2303.0,252.0,86.0,,0.0,208.45,1.0
2303.0,258.0,86.0,,0.0,209.16,1.0
4002.0,256.0,86.0,,0.0,189.51,1.0
3198.0,256.0,86.0,,0.0,59.15,1.0
2303.0,258.0,86.0,,0.0,205.44,1.0
3502.0,220.0,72.0,,0.0,244.81,1.0
3285.0,102.0,28.0,,0.0,188.96,1.0
2703.0,258.0,86.0,,0.0,128.13,1.0
3106.0,256.0,86.0,,0.0,199.27,1.0
3786.0,230.0,76.0,,0.0,207.38,1.0
3065.0,258.0,86.0,,0.0,187.6,1.0
3335.0,33.0,0.0,,0.0,140.28,1.0
3757.0,254.0,86.0,,0.0,197.47,1.0
2868.0,254.0,86.0,,0.0,235.92,1.0
3822.0,221.0,72.0,,0.0,242.4,1.0
3921.0,221.0,72.0,,0.0,161.96,1.0
2988.0,256.0,86.0,,0.0,234.77,1.0
4005.0,258.0,86.0,,0.0,228.18,1.0
