NoAffS,VL,VC,Time,Result,FTime,FResult
8776.0,2082.0,328.0,,0.0,47.88,1.0
9452.0,2221.0,374.0,,0.0,47.93,1.0
7379.0,865.0,0.0,,0.0,50.01,1.0
826.0,865.0,0.0,,0.0,196.27,1.0
7150.0,2062.0,316.0,,0.0,53.12,1.0
4788.0,2285.0,394.0,,0.0,55.44,1.0
1570.0,2234.0,380.0,,0.0,87.79,1.0
6951.0,1414.0,126.0,,0.0,56.81,1.0
989.0,1925.0,336.0,,0.0,101.3,1.0
721.0,2378.0,434.0,,0.0,195.41,1.0
1354.0,865.0,0.0,,0.0,87.59,1.0
837.0,2184.0,374.0,,0.0,122.61,1.0
10080.0,2221.0,374.0,,0.0,47.62,1.0
1960.0,2366.0,432.0,,0.0,114.19,1.0
927.0,2378.0,434.0,,0.0,208.63,1.0
1048.0,2177.0,372.0,,0.0,100.68,1.0
4400.0,865.0,0.0,,0.0,54.28,1.0
9763.0,2231.0,378.0,,0.0,46.37,1.0
1607.0,1206.0,82.0,,0.0,88.11,1.0
4594.0,2285.0,394.0,,0.0,52.32,1.0
1072.0,2182.0,374.0,,0.0,125.56,1.0
1220.0,2027.0,316.0,,0.0,88.5,1.0
1570.0,2138.0,354.0,,0.0,86.5,1.0
1037.0,1747.0,270.0,,0.0,123.56,1.0
5669.0,2368.0,434.0,,0.0,52.5,1.0
1030.0,2378.0,434.0,,0.0,194.28,1.0
3915.0,2279.0,394.0,,0.0,55.52,1.0
301.0,2384.0,436.0,,0.0,348.58,1.0
899.0,1957.0,352.0,,0.0,132.89,1.0
5534.0,2318.0,420.0,,0.0,50.96,1.0
