NoAffS,VL,VC,Time,Result,FTime,FResult
1282.0,1620.0,162.0,,0.0,58.0,1.0
2485.0,1254.0,118.0,,0.0,56.29,1.0
1415.0,1589.0,156.0,,0.0,55.68,1.0
1616.0,1576.0,154.0,,0.0,53.21,1.0
2398.0,977.0,6.0,,0.0,58.27,1.0
1363.0,1458.0,116.0,,0.0,107.92,1.0
2537.0,977.0,6.0,,0.0,74.98,1.0
1347.0,1580.0,166.0,,0.0,141.04,1.0
1701.0,1570.0,146.0,,0.0,50.81,1.0
1863.0,1605.0,164.0,,0.0,391.21,1.0
2455.0,1434.0,148.0,,0.0,74.87,1.0
2515.0,1452.0,150.0,,0.0,73.59,1.0
1579.0,1568.0,146.0,,0.0,44.56,1.0
1767.0,1570.0,146.0,,0.0,52.38,1.0
2185.0,1325.0,116.0,,0.0,232.45,1.0
1450.0,1332.0,116.0,,0.0,109.41,1.0
1553.0,1577.0,158.0,,0.0,266.49,1.0
1854.0,1617.0,168.0,,0.0,48.51,1.0
1780.0,1620.0,164.0,,0.0,50.74,1.0
2090.0,1068.0,50.0,,0.0,233.27,1.0
1599.0,1399.0,136.0,,0.0,85.04,1.0
2002.0,1634.0,172.0,,0.0,67.77,1.0
1552.0,1300.0,72.0,,0.0,139.74,1.0
2359.0,1447.0,150.0,,0.0,73.46,1.0
1924.0,1560.0,140.0,,0.0,66.74,1.0
3787.0,1268.0,108.0,,0.0,85.02,1.0
2347.0,1515.0,122.0,,0.0,399.85,1.0
2467.0,1433.0,146.0,,0.0,75.76,1.0
2483.0,1413.0,142.0,,0.0,73.82,1.0
1330.0,1449.0,106.0,,0.0,46.58,1.0
