GNoAffS,GVL,GVC,GTime,GResult,GFTime,GFResult
0,1.0,0,0,0.0,0.5836065573770495,1.0
0,1.0,0,0,0.0,0.5124842370744007,1.0
0,1.0,0,0,0.0,0.5213114754098364,1.0
0,1.0,0,0,0.0,0.4973518284993694,1.0
0,1.0,0,0,0.0,0.5278688524590165,1.0
0,0.0,0,0,0.0,0.4902900378310213,1.0
0,0.0,0,0,0.0,0.48398486759142484,1.0
0,0.0,0,0,0.0,0.5377049180327866,1.0
0,0.0,0,0,0.0,0.5525851197982344,1.0
0,1.0,0,0,0.0,0.5223203026481716,1.0
0,0.0,0,0,0.0,0.556620428751576,1.0
0,0.0,0,0,0.0,0.5377049180327866,1.0
0,0.0,0,0,0.0,0.505674653215637,1.0
0,0.0,0,0,0.0,0.5929382093316523,1.0
0,1.0,0,0,0.0,0.5747793190416146,1.0
0,0.0,0,0,0.0,0.5034047919293823,1.0
0,1.0,0,0,0.0,0.5606557377049184,1.0
0,0.0,0,0,0.0,0.6827238335435054,1.0
0,0.0,0,0,0.0,0.5344262295081966,1.0
0,0.0,0,0,0.0,0.4645649432534682,1.0
0,0.0,0,0,0.0,0.5011349306431274,1.0
0,1.0,0,0,0.0,0.5203026481715004,1.0
0,0.0,0,0,0.0,0.5346784363177809,1.0
0,0.0,0,0,0.0,0.48373266078184124,1.0
0,0.0,0,0,0.0,0.5495586380832287,1.0
0,1.0,0,0,0.0,0.5432534678436323,1.0
0,0.0,0,0,0.0,0.6068095838587642,1.0
0,1.0,0,0,0.0,0.0,1.0
0,1.0,0,0,0.0,1.0,1.0
0,1.0,0,0,0.0,0.9654476670870112,1.0
