NoAffS,VL,VC,Time,Result,FTime,FResult
4447.0,1530.0,366.0,,0.0,87.39,1.0
1751.0,1710.0,468.0,,0.0,195.59,1.0
1494.0,1259.0,318.0,,0.0,174.43,1.0
1086.0,1421.0,418.0,,0.0,212.09,1.0
1818.0,1735.0,476.0,,0.0,202.28,1.0
1774.0,1691.0,454.0,,0.0,198.68,1.0
1773.0,1436.0,320.0,,0.0,195.24,1.0
780.0,958.0,108.0,,0.0,145.33,1.0
3089.0,875.0,88.0,,0.0,136.91,1.0
2934.0,1083.0,164.0,,0.0,138.2,1.0
731.0,939.0,106.0,,0.0,333.33,1.0
3527.0,1087.0,164.0,,0.0,136.02,1.0
1611.0,1013.0,212.0,,0.0,142.72,1.0
1655.0,701.0,52.0,,0.0,143.52,1.0
1795.0,1523.0,348.0,,0.0,199.57,1.0
1774.0,1691.0,454.0,,0.0,198.12,1.0
799.0,718.0,24.0,,0.0,150.73,1.0
799.0,718.0,24.0,,0.0,151.28,1.0
1705.0,1538.0,372.0,,0.0,142.93,1.0
1666.0,1566.0,374.0,,0.0,201.12,1.0
696.0,977.0,118.0,,0.0,345.2,1.0
5131.0,1534.0,374.0,,0.0,88.97,1.0
392.0,939.0,106.0,,0.0,418.1,1.0
1022.0,939.0,106.0,,0.0,117.03,1.0
1761.0,533.0,0.0,,0.0,140.58,1.0
780.0,958.0,108.0,,0.0,149.39,1.0
783.0,922.0,102.0,,0.0,188.56,1.0
1795.0,1602.0,390.0,,0.0,200.05,1.0
3567.0,1086.0,164.0,,0.0,137.46,1.0
743.0,939.0,106.0,,0.0,473.03,1.0
