NoAffS,VL,VC,Time,Result,FTime,FResult
1395.0,6274.0,426.0,,0.0,114.03,1.0
1530.0,4608.0,270.0,,0.0,117.39,1.0
1560.0,4901.0,304.0,,0.0,114.73,1.0
1544.0,4723.0,284.0,,0.0,127.62,1.0
4859.0,3338.0,224.0,,0.0,42.1,1.0
2035.0,4602.0,260.0,,0.0,68.04,1.0
1841.0,4624.0,264.0,,0.0,66.67,1.0
1841.0,4625.0,264.0,,0.0,64.53,1.0
1578.0,3502.0,156.0,,0.0,74.59,1.0
1366.0,6274.0,426.0,,0.0,122.99,1.0
1310.0,6086.0,426.0,,0.0,114.99,1.0
3383.0,4033.0,236.0,,0.0,58.3,1.0
411.0,6125.0,396.0,,0.0,488.2,1.0
1616.0,5268.0,340.0,,0.0,77.78,1.0
4940.0,5604.0,364.0,,0.0,40.31,1.0
4782.0,5626.0,368.0,,0.0,39.58,1.0
1644.0,2152.0,74.0,,0.0,78.45,1.0
1453.0,6056.0,420.0,,0.0,127.56,1.0
1515.0,4356.0,216.0,,0.0,89.49,1.0
1530.0,5854.0,384.0,,0.0,122.37,1.0
4832.0,5208.0,346.0,,0.0,39.27,1.0
1772.0,4097.0,234.0,,0.0,78.4,1.0
1542.0,4516.0,274.0,,0.0,77.42,1.0
1749.0,1040.0,8.0,,0.0,76.76,1.0
1935.0,3990.0,198.0,,0.0,79.81,1.0
1684.0,5076.0,322.0,,0.0,113.61,1.0
4867.0,3086.0,208.0,,0.0,39.94,1.0
462.0,7092.0,480.0,,0.0,540.75,1.0
4443.0,4995.0,326.0,,0.0,43.08,1.0
2016.0,3900.0,196.0,,0.0,75.7,1.0
