NoAffS,VL,VC,Time,Result,FTime,FResult
659.0,2113.0,360.0,,0.0,300.97,1.0
3669.0,2115.0,364.0,,0.0,130.99,1.0
3352.0,2042.0,350.0,,0.0,128.58,1.0
4447.0,2072.0,350.0,,0.0,173.1,1.0
3667.0,1685.0,284.0,,0.0,133.72,1.0
4801.0,2102.0,360.0,,0.0,165.99,1.0
466.0,614.0,0.0,,0.0,258.59,1.0
3353.0,2059.0,350.0,,0.0,129.92,1.0
3667.0,1989.0,348.0,,0.0,134.32,1.0
3983.0,1219.0,196.0,,0.0,133.81,1.0
6698.0,1885.0,320.0,,0.0,113.81,1.0
3667.0,614.0,0.0,,0.0,129.09,1.0
659.0,614.0,0.0,,0.0,303.0,1.0
8321.0,1688.0,258.0,,0.0,66.97,1.0
3353.0,2040.0,350.0,,0.0,134.04,1.0
5602.0,2102.0,362.0,,0.0,111.28,1.0
16129.0,1759.0,276.0,,0.0,74.91,1.0
7523.0,1112.0,104.0,,0.0,189.72,1.0
6911.0,1712.0,278.0,,0.0,144.97,1.0
16802.0,1589.0,228.0,,0.0,76.57,1.0
3669.0,2020.0,348.0,,0.0,126.08,1.0
16802.0,1784.0,286.0,,0.0,72.96,1.0
2263.0,2038.0,350.0,,0.0,140.74,1.0
3351.0,1219.0,196.0,,0.0,134.64,1.0
5323.0,1586.0,264.0,,0.0,163.01,1.0
14887.0,1661.0,244.0,,0.0,70.75,1.0
3667.0,1695.0,286.0,,0.0,133.76,1.0
3667.0,2021.0,348.0,,0.0,127.47,1.0
6542.0,1563.0,256.0,,0.0,184.14,1.0
14758.0,1541.0,216.0,,0.0,72.25,1.0
