NoAffS,VL,VC,Time,Result,FTime,FResult
715.0,777.0,396.0,,0.0,193.44,1.0
1172.0,601.0,288.0,,0.0,46.52,1.0
730.0,775.0,396.0,,0.0,193.43,1.0
1385.0,781.0,398.0,,0.0,205.12,1.0
1385.0,781.0,398.0,,0.0,205.18,1.0
730.0,778.0,396.0,,0.0,189.97,1.0
1262.0,783.0,398.0,,0.0,30.72,1.0
1289.0,781.0,398.0,,0.0,343.92,1.0
1142.0,601.0,288.0,,0.0,46.59,1.0
1201.0,781.0,398.0,,0.0,89.13,1.0
386.0,784.0,398.0,,0.0,498.67,1.0
430.0,773.0,396.0,,0.0,550.04,1.0
823.0,600.0,290.0,,0.0,190.03,1.0
675.0,736.0,358.0,,0.0,75.41,1.0
386.0,784.0,398.0,,0.0,510.76,1.0
272.0,773.0,390.0,,0.0,30.33,0.0
270.0,773.0,390.0,,0.0,30.35,0.0
1201.0,781.0,398.0,,0.0,87.32,1.0
374.0,784.0,398.0,,0.0,527.81,1.0
715.0,569.0,250.0,,0.0,144.37,1.0
211.0,788.0,398.0,,0.0,30.36,0.0
440.0,760.0,388.0,,0.0,574.77,1.0
804.0,600.0,290.0,,0.0,191.51,1.0
356.0,773.0,390.0,,0.0,30.35,0.0
471.0,784.0,398.0,,0.0,80.63,1.0
340.0,773.0,390.0,,0.0,30.35,0.0
1464.0,783.0,398.0,,0.0,38.26,1.0
1469.0,781.0,398.0,,0.0,60.84,1.0
400.0,784.0,398.0,,0.0,507.72,1.0
721.0,736.0,358.0,,0.0,74.2,1.0
