NoAffS,VL,VC,Time,Result,FTime,FResult
3027.0,161.0,48.0,,0.0,39.84,1.0
2960.0,172.0,50.0,,0.0,40.39,1.0
4424.0,120.0,40.0,,0.0,41.66,1.0
4410.0,158.0,48.0,,0.0,40.94,1.0
2898.0,161.0,48.0,,0.0,40.72,1.0
3728.0,157.0,48.0,,0.0,33.23,1.0
3616.0,157.0,48.0,,0.0,47.33,1.0
3053.0,143.0,44.0,,0.0,40.81,1.0
3453.0,157.0,48.0,,0.0,40.98,1.0
3447.0,113.0,36.0,,0.0,39.29,1.0
3053.0,154.0,46.0,,0.0,39.41,1.0
3023.0,175.0,50.0,,0.0,126.2,1.0
4282.0,157.0,48.0,,0.0,30.73,1.0
3884.0,157.0,48.0,,0.0,49.82,1.0
2960.0,168.0,48.0,,0.0,40.01,1.0
3094.0,140.0,42.0,,0.0,92.46,1.0
4282.0,157.0,48.0,,0.0,31.18,1.0
3459.0,157.0,48.0,,0.0,39.05,1.0
3053.0,173.0,50.0,,0.0,39.71,1.0
3225.0,157.0,48.0,,0.0,34.45,1.0
4443.0,170.0,50.0,,0.0,40.19,1.0
3027.0,158.0,48.0,,0.0,40.53,1.0
3040.0,161.0,48.0,,0.0,40.24,1.0
3459.0,139.0,44.0,,0.0,38.48,1.0
3047.0,173.0,50.0,,0.0,94.08,1.0
5055.0,123.0,40.0,,0.0,44.85,1.0
4352.0,157.0,48.0,,0.0,31.09,1.0
2040.0,174.0,50.0,,0.0,302.92,1.0
2825.0,170.0,50.0,,0.0,42.63,1.0
4391.0,157.0,48.0,,0.0,40.49,1.0
