NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL,TimPreAdj,TimTran
30,561,200,26.1,0,,,6,19972,4957,36.0,24,111,25110,6.0,4.0,0,0.0,0.4,0.949,0.962,9580,4772,4718,16.959,269195,61656,2.38,38,20,396,17.527,4.16
30,561,200,25.58,0,,,6,18440,4573,36.0,24,103,23190,6.0,4.0,0,0.0,0.4,0.949,0.962,8048,4272,4222,16.75,267925,60980,2.38,38,20,396,17.221,3.837
30,561,200,25.33,0,,,6,18057,4477,36.0,24,101,22710,6.0,4.0,0,0.0,0.4,0.949,0.962,7665,4147,4098,16.587,267334,60449,2.38,38,20,396,17.106,4.041
30,561,200,26.23,0,,,6,19589,4861,36.0,24,109,24630,6.0,4.0,0,0.0,0.4,0.949,0.962,9197,4647,4594,17.268,268645,61262,2.38,38,20,396,17.856,4.066
30,561,200,26.25,0,,,6,19589,4861,36.0,24,109,24630,6.0,4.0,0,0.0,0.4,0.949,0.962,9197,4647,4594,17.287,268627,61262,2.38,38,20,396,17.787,4.302
30,561,200,26.32,0,,,6,20738,5149,36.0,24,115,26070,6.0,4.0,0,0.0,0.4,0.949,0.962,10346,5022,4966,16.714,270290,61970,2.38,38,20,396,17.196,4.319
30,561,200,25.84,0,,,6,19206,4765,36.0,24,107,24150,6.0,4.0,0,0.0,0.4,0.949,0.962,8814,4522,4470,16.695,268222,61262,2.39,38,20,396,17.167,4.184
30,561,200,26.19,0,,,6,19166,4756,36.0,24,106,24098,6.0,4.0,0,0.0,0.4,0.949,0.962,8771,4398,4346,17.086,268222,61262,2.39,38,20,396,17.581,4.284
30,561,200,26.19,0,,,6,19173,4756,36.0,24,106,24107,6.0,4.0,0,0.0,0.4,0.949,0.962,8781,4398,4346,16.274,268222,61262,2.39,38,20,396,16.799,4.166
30,561,200,25.67,0,,,6,18823,4669,36.0,24,105,23670,6.0,4.0,0,0.0,0.4,0.949,0.962,8431,4397,4346,16.714,268023,60843,2.38,38,20,396,17.15,4.188
30,561,200,26.18,0,,,6,19581,4857,36.0,24,108,24622,6.0,4.0,0,0.0,0.4,0.949,0.962,9192,4523,4470,16.884,268627,61262,2.38,38,20,396,17.407,4.232
30,561,200,26.22,0,,,6,20355,5053,36.0,24,113,25590,6.0,4.0,0,0.0,0.4,0.949,0.962,9963,4897,4842,17.099,269697,61656,2.37,38,20,396,17.573,4.042
30,561,200,26.23,0,,,6,19206,4765,36.0,24,107,24150,6.0,4.0,0,0.0,0.4,0.949,0.962,8814,4522,4470,16.618,268547,61262,2.38,38,20,396,17.142,4.06
30,561,200,25.92,0,,,6,18823,4669,36.0,24,105,23670,6.0,4.0,0,0.0,0.4,0.949,0.962,8431,4397,4346,17.234,268023,60980,2.38,38,20,396,17.757,3.983
30,561,200,26.19,0,,,6,19206,4765,36.0,24,107,24150,6.0,4.0,0,0.0,0.4,0.949,0.962,8814,4522,4470,16.461,268222,61262,2.39,38,20,396,17.029,3.996
30,561,200,25.56,0,,,6,18860,4675,36.0,24,105,23724,6.0,4.0,0,0.0,0.4,0.949,0.962,8478,4397,4346,16.967,268222,60980,2.38,38,20,396,17.466,3.755
30,561,200,25.65,0,,,6,19972,4957,36.0,24,111,25110,6.0,4.0,0,0.0,0.4,0.949,0.962,9580,4772,4718,16.636,269171,61656,2.38,38,20,396,17.244,4.037
30,561,200,25.8,0,,,6,19206,4765,36.0,24,107,24150,6.0,4.0,0,0.0,0.4,0.949,0.962,8814,4522,4470,16.76,268264,61262,2.39,38,20,396,17.304,3.997
30,561,200,26.24,0,,,6,19206,4765,36.0,24,107,24150,6.0,4.0,0,0.0,0.4,0.949,0.962,8814,4522,4470,17.066,268455,61262,2.39,38,20,396,17.597,3.953
30,561,200,26.2,0,,,6,19601,4865,36.0,24,109,24643,6.0,4.0,0,0.0,0.4,0.949,0.962,9206,4647,4594,16.985,269171,61262,2.37,38,20,396,17.494,4.064
30,562,200,26.29,0,,,6,19040,4718,36.0,24,106,23951,6.0,4.0,0,0.0,0.4,0.951,0.962,8663,4398,4346,17.35,268222,61262,2.39,38,20,396,17.907,4.028
30,561,200,26.04,0,,,6,19589,4861,36.0,24,109,24630,6.0,4.0,0,0.0,0.4,0.949,0.962,9197,4647,4594,16.95,268627,61262,2.38,38,20,396,17.508,4.021
30,561,200,25.61,0,,,6,17487,4328,36.0,24,97,22005,6.0,4.0,0,0.0,0.4,0.949,0.962,7110,3897,3850,16.866,266730,60449,2.39,38,20,396,17.34,4.238
30,561,200,25.66,0,,,6,19589,4861,36.0,24,109,24630,6.0,4.0,0,0.0,0.4,0.949,0.962,9197,4647,4594,16.925,268899,61262,2.38,38,20,396,17.433,4.192
30,561,200,26.0,0,,,6,19847,4921,36.0,24,110,24962,6.0,4.0,0,0.0,0.4,0.949,0.962,9469,4648,4594,16.858,269171,61656,2.38,38,20,396,17.354,4.171
30,561,200,26.16,0,,,6,18823,4669,36.0,24,105,23670,6.0,4.0,0,0.0,0.4,0.949,0.962,8431,4397,4346,17.199,268072,60980,2.38,38,20,396,17.746,3.963
30,561,200,25.7,0,,,6,18440,4573,36.0,24,103,23190,6.0,4.0,0,0.0,0.4,0.949,0.962,8048,4272,4222,16.322,267654,60980,2.39,38,20,396,16.813,3.843
30,561,200,26.21,0,,,6,20198,5009,36.0,24,112,25401,6.0,4.0,0,0.0,0.4,0.949,0.962,9817,4773,4718,17.256,269697,61656,2.37,38,20,396,17.75,4.306
30,561,200,26.24,0,,,6,18823,4669,36.0,24,105,23670,6.0,4.0,0,0.0,0.4,0.949,0.962,8431,4397,4346,17.232,268023,60980,2.38,38,20,396,17.788,4.022
30,561,200,25.68,0,,,6,17674,4381,36.0,24,99,22230,6.0,4.0,0,0.0,0.4,0.949,0.962,7282,4022,3974,16.865,266969,60449,2.39,38,20,396,17.268,4.156
