NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL,TimPreAdj,TimTran
8272,688,316,896.5,0,,,150,8464825,1358532,13206.0,40,1076497,9870267,88.04,0.27,8082,53.88,0.897,0.894,0.854,90421,16658328,395538,554.383,125348,219042,0.17,203,39,874,620.78,172.733
964,750,370,896.72,0,,,27,201335,29506,1883.0,6,25510,235820,69.74,0.22,931,34.48,0.974,0.974,1.0,31140,102899,10218,876.068,129517,31493,0.76,292,135,980,878.478,10.501
964,673,316,896.48,0,,,27,155465,23250,1883.0,6,19153,182093,69.74,0.22,931,34.48,0.897,0.874,0.854,5093,24939,4899,876.431,234144,20672,0.71,215,99,847,878.628,10.5
6885,767,370,896.59,0,,,140,9079130,1489078,11774.0,80,1152245,10589251,84.1,0.57,6665,47.61,0.974,0.996,1.0,107113,13548760,211728,455.173,104147,113736,0.11,468,32,1009,521.856,256.528
5622,676,316,896.67,0,,,119,5419298,869921,9694.0,6,697153,6317625,81.46,0.05,5497,46.19,0.897,0.878,0.854,59514,6870400,144192,628.49,156991,84367,0.17,532,221,850,669.231,151.801
42054,651,340,896.57,0,,,107,5644857,953518,51656.0,4,692121,6619820,482.77,0.04,41943,391.99,0.974,0.845,0.919,18013,6105913,301119,420.412,25476,158257,0.26,917,187,878,475.385,246.897
4179,688,316,896.6,0,,,190,3624460,597866,25096.0,91,460792,4225286,132.08,0.48,3898,20.52,0.897,0.894,0.854,85276,6945160,111412,723.179,183282,69500,0.31,40,21,874,750.996,78.866
5622,676,316,896.9,0,,,119,5419298,869921,9694.0,6,697153,6317625,81.46,0.05,5497,46.19,0.897,0.878,0.854,59514,6870400,144192,632.931,57832,84367,0.17,532,221,850,673.615,152.117
11558,680,316,896.76,0,,,115,2414378,385033,32013.0,60,308315,2829622,278.37,0.52,11383,98.98,0.897,0.883,0.854,17630,4557396,601954,697.117,258246,189743,0.37,421,158,866,716.951,109.825
41879,769,370,896.77,0,,,107,5628629,950696,51656.0,4,690256,6600513,482.77,0.04,41769,394.05,1.0,0.999,1.0,123414,6079078,284485,425.431,24968,155061,0.26,917,187,1013,475.889,237.989
