NoAffS,VL,VC,Time,Result
30,1193,3868,30.36,0
17,1415,4568,30.28,0
30,1193,3868,30.34,0
27,1415,4568,30.37,0
30,1193,3868,30.36,0
17,1415,4568,30.35,0
29,1193,3868,30.33,0
29,1193,3868,30.34,0
29,1193,3868,30.39,0
17,1415,4568,30.36,0
29,1193,3868,30.34,0
30,1193,3868,30.38,0
17,1415,4568,30.37,0
17,1415,4568,30.39,0
17,1415,4568,30.36,0
29,1193,3868,30.28,0
17,1415,4568,30.4,0
29,1193,3868,30.28,0
17,1415,4568,30.36,0
27,1415,4568,30.36,0
27,1415,4568,30.39,0
17,1415,4568,30.39,0
17,1415,4568,30.35,0
17,1415,4568,30.39,0
29,1193,3868,30.33,0
27,1415,4568,30.4,0
29,1193,3868,30.35,0
17,1415,4568,30.36,0
17,1415,4568,30.31,0
17,1415,4568,30.35,0
