NoAffS,VL,VC,Time,Result
24,1415,4568,30.35,0
26,1415,4568,30.36,0
10,1193,3868,30.4,0
26,1415,4568,30.38,0
24,1415,4568,30.37,0
10,1193,3868,30.41,0
10,1193,3868,30.39,0
10,1193,3868,30.4,0
10,1193,3868,30.38,0
24,1415,4568,30.37,0
27,1415,4568,30.32,0
24,1415,4568,30.37,0
24,1415,4568,30.37,0
10,1193,3868,30.39,0
27,1415,4568,30.35,0
27,1415,4568,30.36,0
24,1415,4568,30.34,0
27,1415,4568,30.36,0
26,1415,4568,30.4,0
27,1415,4568,30.34,0
10,1193,3868,30.41,0
24,1415,4568,30.35,0
10,1193,3868,30.41,0
24,1415,4568,30.38,0
10,1193,3868,30.39,0
10,1193,3868,30.39,0
26,1415,4568,30.4,0
24,1415,4568,30.36,0
27,1415,4568,30.34,0
24,1415,4568,30.36,0
