NoAffS,VL,VC,Time,Result
24,1415,4568,30.37,0
25,1193,3868,30.33,0
25,1193,3868,30.35,0
24,1415,4568,30.38,0
24,1415,4568,30.35,0
24,1415,4568,30.4,0
24,1415,4568,30.41,0
36,1193,3868,30.38,0
27,1193,3868,30.34,0
27,1193,3868,30.35,0
24,1415,4568,30.4,0
24,1415,4568,30.42,0
27,1193,3868,30.34,0
24,1415,4568,30.35,0
24,1415,4568,30.37,0
24,1415,4568,30.32,0
24,1415,4568,30.37,0
24,1415,4568,30.4,0
36,1193,3868,30.4,0
24,1415,4568,30.37,0
36,1193,3868,30.42,0
27,1193,3868,30.3,0
24,1415,4568,30.35,0
24,1415,4568,30.38,0
25,1193,3868,30.35,0
24,1415,4568,30.42,0
25,1193,3868,30.35,0
36,1193,3868,30.4,0
24,1415,4568,30.37,0
27,1193,3868,30.33,0
