NoAffS,VL,VC,Time,Result
10,1193,3868,30.42,0
10,1193,3868,30.41,0
41,1415,4568,30.39,0
19,1415,4568,30.38,0
19,1415,4568,30.37,0
19,1415,4568,30.36,0
24,1415,4568,30.38,0
19,1415,4568,30.36,0
10,1193,3868,30.33,0
19,1415,4568,30.3,0
10,1193,3868,30.39,0
10,1193,3868,30.4,0
24,1415,4568,30.33,0
24,1415,4568,30.41,0
41,1415,4568,30.36,0
10,1193,3868,30.41,0
41,1415,4568,30.37,0
24,1415,4568,30.4,0
24,1415,4568,30.38,0
10,1193,3868,30.42,0
10,1193,3868,30.39,0
24,1415,4568,30.38,0
10,1193,3868,30.41,0
19,1415,4568,30.37,0
24,1415,4568,30.36,0
10,1193,3868,30.39,0
19,1415,4568,30.37,0
10,1193,3868,30.4,0
41,1415,4568,30.37,0
24,1415,4568,30.37,0
