NoAffS,VL,VC,Time,Result
2,1415,4568,10.22,1
2,1415,4568,10.03,1
2,1193,3868,10.34,1
2,1415,4568,10.19,1
2,1415,4568,10.21,1
2,1415,4568,10.16,1
2,1193,3868,9.98,1
2,1415,4568,10.1,1
2,1415,4568,10.16,1
2,1415,4568,10.28,1
2,1415,4568,10.41,1
2,1193,3868,10.01,1
2,1415,4568,10.05,1
2,1415,4568,10.21,1
2,1193,3868,10.08,1
2,1415,4568,10.23,1
2,1415,4568,10.26,1
2,1193,3868,10.04,1
2,1193,3868,10.17,1
2,1415,4568,10.3,1
2,1415,4568,10.4,1
2,1415,4568,10.18,1
2,1193,3868,9.94,1
2,1415,4568,10.38,1
2,1415,4568,10.25,1
2,1415,4568,10.12,1
2,1415,4568,10.31,1
2,1415,4568,10.06,1
2,1415,4568,10.2,1
2,1415,4568,10.28,1
