NoAffS,VL,VC,Time,Result
32,1415,4568,30.37,0
32,1415,4568,30.36,0
15,1193,3868,30.34,0
15,1193,3868,30.34,0
15,1193,3868,30.36,0
15,1193,3868,30.34,0
32,1415,4568,30.32,0
32,1415,4568,30.38,0
32,1415,4568,30.35,0
32,1415,4568,30.35,0
32,1415,4568,30.34,0
41,1415,4568,30.34,0
15,1193,3868,30.37,0
32,1415,4568,30.34,0
32,1415,4568,30.36,0
41,1415,4568,30.37,0
32,1415,4568,30.38,0
32,1415,4568,30.3,0
32,1415,4568,30.36,0
32,1415,4568,30.39,0
15,1193,3868,30.36,0
32,1415,4568,30.35,0
15,1193,3868,30.37,0
32,1415,4568,30.36,0
32,1415,4568,30.38,0
15,1193,3868,30.33,0
32,1415,4568,30.35,0
15,1193,3868,30.38,0
15,1193,3868,30.35,0
15,1193,3868,30.37,0
