NoAffS,VL,VC,Time,Result
37,1415,4568,30.35,0
21,1193,3868,30.42,0
37,1415,4568,30.36,0
37,1415,4568,30.36,0
44,1415,4568,30.38,0
37,1415,4568,30.36,0
37,1415,4568,30.41,0
26,1415,4568,30.36,0
37,1415,4568,30.36,0
37,1415,4568,30.34,0
37,1415,4568,30.33,0
37,1415,4568,30.36,0
21,1193,3868,30.41,0
37,1415,4568,30.38,0
21,1193,3868,30.42,0
37,1415,4568,30.35,0
26,1415,4568,30.37,0
21,1193,3868,30.37,0
37,1415,4568,30.4,0
37,1415,4568,30.37,0
37,1415,4568,30.34,0
21,1193,3868,30.44,0
37,1415,4568,30.38,0
21,1193,3868,30.41,0
37,1415,4568,30.36,0
37,1415,4568,30.4,0
37,1415,4568,30.37,0
37,1415,4568,30.33,0
21,1193,3868,30.41,0
44,1415,4568,30.38,0
