NoAffS,VL,VC,Time,Result
7,1193,3868,30.4,0
14,1415,4568,30.41,0
14,1415,4568,30.38,0
14,1415,4568,30.4,0
19,1415,4568,30.35,0
14,1415,4568,30.35,0
7,1193,3868,30.43,0
14,1415,4568,30.35,0
14,1415,4568,30.37,0
14,1415,4568,30.36,0
14,1415,4568,30.4,0
14,1415,4568,30.43,0
14,1415,4568,30.36,0
14,1415,4568,30.43,0
7,1193,3868,30.42,0
7,1193,3868,30.41,0
14,1415,4568,30.37,0
14,1415,4568,30.38,0
14,1415,4568,30.43,0
7,1193,3868,30.38,0
7,1193,3868,30.41,0
14,1415,4568,30.38,0
14,1415,4568,30.4,0
7,1193,3868,30.42,0
14,1415,4568,30.41,0
14,1415,4568,30.37,0
7,1193,3868,30.39,0
7,1193,3868,30.47,0
14,1415,4568,30.46,0
14,1415,4568,30.43,0
