NoAffS,VL,VC,Time,Result
24,1415,4568,30.35,0
24,1415,4568,30.36,0
24,1415,4568,30.35,0
18,1193,3868,30.35,0
18,1193,3868,30.4,0
24,1415,4568,30.4,0
24,1415,4568,30.37,0
24,1415,4568,30.36,0
18,1193,3868,30.32,0
24,1415,4568,30.4,0
24,1415,4568,30.39,0
18,1193,3868,30.38,0
18,1193,3868,30.29,0
44,1415,4568,30.35,0
44,1415,4568,30.35,0
27,1193,3868,30.37,0
27,1193,3868,30.36,0
18,1193,3868,30.39,0
18,1193,3868,30.34,0
18,1193,3868,30.38,0
24,1415,4568,30.33,0
24,1415,4568,30.42,0
44,1415,4568,30.37,0
24,1415,4568,30.35,0
24,1415,4568,30.34,0
24,1415,4568,30.29,0
24,1415,4568,30.3,0
27,1193,3868,30.34,0
27,1193,3868,30.41,0
24,1415,4568,30.36,0
