NoAffS,VL,VC,Time,Result
17,1415,4568,30.33,0
10,1193,3868,30.36,0
27,1415,4568,30.37,0
10,1193,3868,30.35,0
10,1193,3868,30.36,0
17,1415,4568,30.36,0
17,1415,4568,30.38,0
17,1415,4568,30.36,0
10,1193,3868,30.41,0
17,1415,4568,30.4,0
27,1415,4568,30.43,0
10,1193,3868,30.39,0
17,1415,4568,30.39,0
10,1193,3868,30.39,0
10,1193,3868,30.39,0
17,1415,4568,30.35,0
10,1193,3868,30.39,0
27,1415,4568,30.33,0
27,1415,4568,30.33,0
10,1193,3868,30.43,0
10,1193,3868,30.36,0
27,1415,4568,30.4,0
17,1415,4568,30.37,0
27,1415,4568,30.36,0
17,1415,4568,30.38,0
17,1415,4568,30.4,0
17,1415,4568,30.29,0
27,1415,4568,30.39,0
10,1193,3868,30.36,0
17,1415,4568,30.37,0
