NoAffS,VL,VC,Time,Result
15,1193,3868,30.39,0
14,1415,4568,30.38,0
14,1415,4568,30.37,0
14,1415,4568,30.37,0
14,1415,4568,30.38,0
15,1193,3868,30.4,0
14,1415,4568,30.39,0
15,1193,3868,30.39,0
15,1193,3868,30.4,0
14,1415,4568,30.33,0
14,1415,4568,30.39,0
14,1415,4568,30.36,0
15,1193,3868,30.36,0
14,1415,4568,30.37,0
15,1193,3868,30.39,0
15,1193,3868,30.39,0
15,1193,3868,30.39,0
15,1193,3868,30.39,0
36,1415,4568,30.38,0
15,1193,3868,30.4,0
14,1415,4568,30.39,0
14,1415,4568,30.39,0
36,1415,4568,30.39,0
14,1415,4568,30.39,0
15,1193,3868,30.38,0
15,1193,3868,30.36,0
15,1193,3868,30.38,0
14,1415,4568,30.37,0
14,1415,4568,30.37,0
14,1415,4568,30.4,0
