NoAffS,VL,VC,Time,Result
14,1415,4568,30.43,0
24,1415,4568,30.36,0
7,1193,3868,30.38,0
24,1415,4568,30.4,0
24,1415,4568,30.34,0
49,1415,4568,30.36,0
7,1193,3868,30.37,0
49,1415,4568,30.35,0
24,1415,4568,30.36,0
7,1193,3868,30.38,0
24,1415,4568,30.42,0
7,1193,3868,30.39,0
24,1415,4568,30.39,0
7,1193,3868,30.4,0
24,1415,4568,30.36,0
7,1193,3868,30.39,0
24,1415,4568,30.36,0
7,1193,3868,30.36,0
14,1415,4568,30.34,0
24,1415,4568,30.39,0
49,1415,4568,30.38,0
24,1415,4568,30.37,0
24,1415,4568,30.41,0
7,1193,3868,30.4,0
7,1193,3868,30.41,0
24,1415,4568,30.36,0
49,1415,4568,30.31,0
24,1415,4568,30.39,0
24,1415,4568,30.39,0
49,1415,4568,30.33,0
