NoAffS,VL,VC,Time,Result
15,1415,4568,30.4,0
15,1415,4568,30.39,0
27,1415,4568,30.36,0
27,1415,4568,30.38,0
27,1415,4568,30.36,0
27,1415,4568,30.36,0
30,1193,3868,30.36,0
27,1415,4568,30.37,0
15,1415,4568,30.38,0
27,1415,4568,30.4,0
27,1415,4568,30.33,0
27,1415,4568,30.38,0
27,1415,4568,30.34,0
15,1415,4568,30.41,0
27,1415,4568,30.37,0
15,1415,4568,30.41,0
15,1415,4568,30.4,0
27,1415,4568,30.36,0
30,1193,3868,30.34,0
27,1415,4568,30.38,0
15,1415,4568,30.35,0
27,1415,4568,30.35,0
15,1415,4568,30.39,0
30,1193,3868,30.35,0
30,1193,3868,30.33,0
27,1415,4568,30.39,0
27,1415,4568,30.38,0
27,1415,4568,30.39,0
15,1415,4568,30.41,0
27,1415,4568,30.37,0
