NoAffS,VL,VC,Time,Result
36,1415,4568,30.36,0
24,1415,4568,30.4,0
24,1415,4568,30.4,0
36,1415,4568,30.39,0
21,1193,3868,30.38,0
21,1193,3868,30.36,0
24,1415,4568,30.39,0
21,1193,3868,30.38,0
24,1415,4568,30.39,0
24,1415,4568,30.41,0
24,1415,4568,30.38,0
24,1415,4568,30.38,0
36,1415,4568,30.38,0
24,1415,4568,30.39,0
21,1193,3868,30.36,0
36,1415,4568,30.36,0
24,1415,4568,30.36,0
24,1415,4568,30.34,0
21,1193,3868,30.36,0
24,1415,4568,30.39,0
21,1193,3868,30.4,0
21,1193,3868,30.4,0
21,1193,3868,30.36,0
24,1415,4568,30.37,0
24,1415,4568,30.4,0
36,1415,4568,30.39,0
24,1415,4568,30.35,0
24,1415,4568,30.38,0
24,1415,4568,30.4,0
21,1193,3868,30.39,0
