NoAffS,VL,VC,Time,Result
44,1415,4568,30.36,0
32,1415,4568,30.34,0
44,1415,4568,30.39,0
32,1415,4568,30.4,0
15,1193,3868,30.4,0
32,1415,4568,30.39,0
44,1415,4568,30.38,0
45,1415,4568,30.33,0
32,1415,4568,30.32,0
15,1193,3868,30.39,0
32,1415,4568,30.38,0
44,1415,4568,30.35,0
32,1415,4568,30.37,0
15,1193,3868,30.38,0
45,1415,4568,30.37,0
15,1193,3868,30.37,0
44,1415,4568,30.36,0
15,1193,3868,30.4,0
45,1415,4568,30.37,0
15,1193,3868,30.4,0
15,1193,3868,30.39,0
15,1193,3868,30.39,0
32,1415,4568,30.37,0
15,1193,3868,30.38,0
15,1193,3868,30.38,0
44,1415,4568,30.37,0
32,1415,4568,30.39,0
45,11,0,30.43,0
32,1415,4568,30.34,0
15,1193,3868,30.37,0
