NoAffS,VL,VC,Time,Result
15,1193,3868,30.35,0
15,1193,3868,30.37,0
15,1193,3868,30.37,0
32,1415,4568,30.37,0
15,1193,3868,30.37,0
15,1193,3868,30.39,0
32,1415,4568,30.35,0
44,1415,4568,30.37,0
32,1415,4568,30.4,0
32,1415,4568,30.39,0
44,1415,4568,30.37,0
32,1415,4568,30.39,0
32,1415,4568,30.35,0
32,1415,4568,30.38,0
15,1193,3868,30.38,0
15,1193,3868,30.39,0
44,1415,4568,30.38,0
15,1193,3868,30.38,0
32,1415,4568,30.38,0
44,1415,4568,30.37,0
32,1415,4568,30.41,0
32,1415,4568,30.36,0
32,1415,4568,30.38,0
32,1415,4568,30.34,0
32,1415,4568,30.38,0
32,1415,4568,30.36,0
32,1415,4568,30.36,0
32,1415,4568,30.38,0
32,1415,4568,30.4,0
32,1415,4568,30.42,0
