NoAffS,VL,VC,Time,Result
19,1415,4568,30.38,0
19,1415,4568,30.36,0
10,1193,3868,30.4,0
36,1415,4568,30.42,0
10,1193,3868,30.35,0
19,1415,4568,30.37,0
19,1415,4568,30.32,0
19,1415,4568,30.36,0
19,1415,4568,30.35,0
19,1415,4568,30.36,0
10,1193,3868,30.39,0
19,1415,4568,30.37,0
19,1415,4568,30.37,0
10,1193,3868,30.38,0
10,1193,3868,30.38,0
19,1415,4568,30.35,0
19,1415,4568,30.37,0
36,1415,4568,30.35,0
19,1415,4568,30.33,0
19,1415,4568,30.34,0
10,1193,3868,30.38,0
10,1193,3868,30.36,0
19,1415,4568,30.36,0
19,1415,4568,30.39,0
36,1415,4568,30.34,0
19,1415,4568,30.37,0
19,1415,4568,30.36,0
19,1415,4568,30.39,0
19,1415,4568,30.36,0
19,1415,4568,30.36,0
