NoAffS,VL,VC,Time,Result
26,1415,4568,30.37,0
24,1415,4568,30.38,0
24,1415,4568,30.35,0
21,1193,3868,30.37,0
21,1193,3868,30.37,0
21,1193,3868,30.39,0
24,1415,4568,30.31,0
34,1415,4568,30.39,0
24,1415,4568,30.39,0
21,1193,3868,30.37,0
24,1415,4568,30.34,0
21,1193,3868,30.37,0
21,1193,3868,30.39,0
34,1415,4568,30.37,0
24,1415,4568,30.35,0
34,1415,4568,30.34,0
34,1415,4568,30.36,0
26,1415,4568,30.36,0
34,1415,4568,30.39,0
34,1415,4568,30.38,0
21,1193,3868,30.35,0
34,1415,4568,30.38,0
34,1415,4568,30.29,0
21,1193,3868,30.36,0
26,1415,4568,30.38,0
34,1415,4568,30.34,0
24,1415,4568,30.35,0
34,1415,4568,30.37,0
21,1193,3868,30.36,0
21,1193,3868,30.37,0
