NoAffS,VL,VC,Time,Result
10,1193,3868,30.4,0
31,1415,4568,30.36,0
27,1415,4568,30.38,0
10,1193,3868,30.39,0
30,1415,4568,30.39,0
27,1415,4568,30.41,0
30,1415,4568,30.37,0
27,1415,4568,30.37,0
27,1415,4568,30.39,0
30,1415,4568,30.4,0
10,1193,3868,30.36,0
30,1415,4568,30.38,0
27,1415,4568,30.4,0
10,1193,3868,30.35,0
27,1415,4568,30.38,0
30,1415,4568,30.39,0
10,1193,3868,30.39,0
27,1415,4568,30.39,0
30,1415,4568,30.37,0
30,1415,4568,30.38,0
30,1415,4568,30.35,0
10,1193,3868,30.37,0
30,1415,4568,30.4,0
30,1415,4568,30.4,0
10,1193,3868,30.38,0
27,1415,4568,30.39,0
30,1415,4568,30.35,0
30,1415,4568,30.37,0
27,1415,4568,30.4,0
10,1193,3868,30.37,0
