NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
9591,1966,320,151.19,1,,,352
9011,1973,322,143.28,1,,,500
9591,1966,320,153.26,1,,,352
10637,1966,320,183.05,1,,,908
11005,1973,322,107.91,1,,,600
17657,1973,322,143.22,1,,,658
9591,1966,320,153.35,1,,,352
10637,1966,320,182.6,1,,,908
11079,1973,322,105.95,1,,,626
16538,1973,322,209.82,1,,,1209
10680,1966,320,185.56,1,,,917
16538,1973,322,209.55,1,,,1209
9746,1973,322,142.88,1,,,493
16538,1973,322,211.09,1,,,1207
10637,1966,320,179.93,1,,,908
10637,1966,320,184.87,1,,,908
9591,1966,320,151.81,1,,,352
9591,1966,320,150.58,1,,,352
9011,1973,322,145.49,1,,,500
9591,1966,320,151.68,1,,,352
14969,1973,322,253.12,1,,,644
31081,1973,322,244.17,1,,,1299
10637,1966,320,180.95,1,,,908
11225,1973,322,139.09,1,,,662
9011,1973,322,144.19,1,,,500
17196,1973,322,129.0,1,,,682
11101,1973,322,116.7,1,,,612
11095,1973,322,110.33,1,,,610
10680,1966,320,182.11,1,,,917
10637,1966,320,182.56,1,,,908
