NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
875,254,98,899.71,0,,,70
309,280,124,899.86,0,,,78
271,289,130,900.94,0,,,46
875,254,98,899.94,0,,,70
,,,,,,,
875,254,98,899.97,0,,,70
3360,260,106,899.89,0,,,120
369,297,142,899.95,0,,,48
875,254,98,899.49,0,,,70
3202,283,128,899.66,0,,,116
2746,310,156,899.85,0,,,122
246,277,118,899.9,0,,,33
794,255,98,899.94,0,,,69
3442,260,106,899.88,0,,,123
875,254,98,899.97,0,,,70
309,280,124,899.91,0,,,78
,,,,,,,
3388,283,126,899.93,0,,,121
790,252,94,900.76,0,,,69
813,249,92,899.68,0,,,66
794,255,98,899.93,0,,,69
813,249,92,899.88,0,,,66
813,249,92,899.92,0,,,66
3360,260,106,899.84,0,,,120
790,252,94,899.95,0,,,69
875,254,98,899.89,0,,,70
1498,257,100,899.87,0,,,82
369,297,142,899.9,0,,,48
875,254,98,899.95,0,,,70
369,297,142,899.73,0,,,48
