NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL,TimPreAdj,TimTran
3,507,2162,8.38,1,,,2,13377,10177,5.0,1,21,23567,2.5,0.5,0,0.0,1.0,1.0,1.0,9383,75,66,1.192,849,370,1.25,6,4,1343,1.816,4.499
3,507,2162,8.58,1,,,2,13377,10177,5.0,1,21,23567,2.5,0.5,0,0.0,1.0,1.0,1.0,9383,75,66,1.203,849,370,1.25,6,4,1343,1.652,4.64
3,507,2162,9.06,1,,,2,13377,10177,5.0,1,21,23567,2.5,0.5,0,0.0,1.0,1.0,1.0,9383,75,66,1.272,849,370,1.25,6,4,1343,1.87,4.652
3,507,2162,8.78,1,,,2,13377,10177,5.0,1,21,23567,2.5,0.5,0,0.0,1.0,1.0,1.0,9383,75,66,1.33,849,370,1.25,6,4,1343,1.853,4.542
3,507,2162,7.93,1,,,2,13377,10177,5.0,1,21,23567,2.5,0.5,0,0.0,1.0,1.0,1.0,9383,75,66,1.035,849,370,1.25,6,4,1343,1.531,4.284
3,507,2162,8.97,1,,,2,13377,10177,5.0,1,21,23567,2.5,0.5,0,0.0,1.0,1.0,1.0,9383,75,66,1.303,849,370,1.25,6,4,1343,1.89,4.635
3,507,2162,8.11,1,,,2,13377,10177,5.0,1,21,23567,2.5,0.5,0,0.0,1.0,1.0,1.0,9383,75,66,1.128,849,370,1.25,6,4,1343,1.615,4.146
3,507,2162,8.48,1,,,2,13377,10177,5.0,1,21,23567,2.5,0.5,0,0.0,1.0,1.0,1.0,9383,75,66,1.227,849,370,1.25,6,4,1343,1.778,4.532
3,507,2162,8.27,1,,,2,13377,10177,5.0,1,21,23567,2.5,0.5,0,0.0,1.0,1.0,1.0,9383,75,66,1.224,849,370,1.25,6,4,1343,1.805,4.302
3,507,2162,8.03,1,,,2,13377,10177,5.0,1,21,23567,2.5,0.5,0,0.0,1.0,1.0,1.0,9383,75,66,1.166,849,370,1.25,6,4,1343,1.704,4.067
3,507,2162,8.23,1,,,2,13377,10177,5.0,1,21,23567,2.5,0.5,0,0.0,1.0,1.0,1.0,9383,75,66,1.116,849,370,1.25,6,4,1343,1.73,4.375
3,507,2162,8.64,1,,,2,13377,10177,5.0,1,21,23567,2.5,0.5,0,0.0,1.0,1.0,1.0,9383,75,66,1.191,849,370,1.25,6,4,1343,1.887,4.504
3,507,2162,8.6,1,,,2,13377,10177,5.0,1,21,23567,2.5,0.5,0,0.0,1.0,1.0,1.0,9383,75,66,1.255,849,370,1.25,6,4,1343,1.795,4.442
3,507,2162,9.01,1,,,2,13377,10177,5.0,1,21,23567,2.5,0.5,0,0.0,1.0,1.0,1.0,9383,75,66,1.212,849,370,1.25,6,4,1343,1.85,4.832
3,507,2162,7.96,1,,,2,13377,10177,5.0,1,21,23567,2.5,0.5,0,0.0,1.0,1.0,1.0,9383,75,66,1.14,849,370,1.25,6,4,1343,1.693,4.237
3,507,2162,8.42,1,,,2,13377,10177,5.0,1,21,23567,2.5,0.5,0,0.0,1.0,1.0,1.0,9383,75,66,1.16,849,370,1.25,6,4,1343,1.707,4.258
