NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
367,938,116,13.41,0,,,27
,933,110,6.22,0,,,0
100,929,114,8.05,0,,,13
99,952,118,9.39,0,,,11
3,919,112,6.21,0,,,1
89,953,118,9.48,0,,,14
99,952,118,9.06,0,,,11
426,922,112,10.73,0,,,24
206,929,114,8.26,0,,,14
100,929,114,8.26,0,,,13
,895,104,6.09,0,,,0
,902,116,6.28,0,,,0
99,952,118,9.21,0,,,11
89,953,118,9.47,0,,,14
89,953,118,9.55,0,,,14
426,922,112,10.72,0,,,24
,895,104,6.27,0,,,0
325,938,116,14.67,0,,,34
,902,116,6.12,0,,,0
89,953,118,10.01,0,,,14
89,953,118,9.74,0,,,14
100,929,114,7.88,0,,,13
,902,116,6.19,0,,,0
383,936,116,14.63,0,,,29
163,929,114,8.14,0,,,13
99,952,118,9.1,0,,,11
325,938,116,14.08,0,,,34
325,938,116,14.8,0,,,34
,899,114,6.16,0,,,0
89,953,118,9.76,0,,,14
