NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
435,1104,80,11.41,1,,,55
435,1104,80,10.82,1,,,55
510,1104,80,10.81,1,,,50
510,1104,80,11.52,1,,,50
435,1104,80,11.24,1,,,55
510,1104,80,11.54,1,,,50
435,1104,80,12.09,1,,,55
510,1104,80,11.02,1,,,50
435,1104,80,11.98,1,,,55
435,1104,80,10.67,1,,,55
510,1104,80,10.87,1,,,50
510,1104,80,9.84,1,,,50
435,1104,80,11.79,1,,,55
435,1104,80,11.32,1,,,55
435,1104,80,11.42,1,,,55
435,1104,80,11.85,1,,,55
510,1104,80,10.81,1,,,50
435,1104,80,9.16,1,,,55
435,1104,80,11.47,1,,,55
510,1104,80,10.97,1,,,50
510,1104,80,10.75,1,,,50
435,1104,80,11.52,1,,,55
510,1104,80,11.27,1,,,50
435,1104,80,11.82,1,,,55
435,1104,80,10.56,1,,,55
510,1104,80,10.58,1,,,50
510,1104,80,9.7,1,,,50
510,1104,80,11.69,1,,,50
435,1104,80,11.47,1,,,55
435,1104,80,11.11,1,,,55
