NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
22,1993,708,13.54,0,,,3
890,1622,442,16.72,0,,,38
802,1596,432,14.95,0,,,33
890,1622,442,16.35,0,,,38
22,2078,696,7.86,0,,,3
521,1139,266,13.49,0,,,22
22,2078,696,7.44,0,,,3
847,1010,182,14.31,0,,,29
177,1394,384,9.07,0,,,9
22,1305,390,6.88,0,,,3
802,1596,432,14.88,0,,,33
847,1010,182,13.77,0,,,29
22,1993,708,14.17,0,,,3
847,1010,182,14.54,0,,,29
22,1253,318,6.93,0,,,3
22,2078,696,7.81,0,,,3
22,1448,434,7.05,0,,,3
22,1305,390,6.84,0,,,3
847,1010,182,14.28,0,,,29
22,1993,708,14.95,0,,,3
22,1211,216,6.99,0,,,3
533,1139,266,13.0,0,,,21
22,2078,696,7.63,0,,,3
22,1577,448,7.29,0,,,3
22,2078,696,7.77,0,,,3
722,1471,344,16.16,0,,,29
22,2078,696,7.47,0,,,3
1120,1443,334,24.38,0,,,51
22,1577,448,7.46,0,,,3
847,1010,182,13.65,0,,,29
