NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
7,714,42,6.36,0,,,2
,813,102,6.0,0,,,0
,817,102,6.15,0,,,0
,813,102,6.18,0,,,0
,902,110,6.3,0,,,0
7,704,36,6.32,0,,,2
,804,96,6.16,0,,,0
7,704,36,6.49,0,,,2
,813,102,6.14,0,,,0
,813,102,6.05,0,,,0
,817,102,6.32,0,,,0
,982,132,6.35,0,,,0
7,704,36,6.3,0,,,2
,804,96,6.12,0,,,0
7,715,42,6.45,0,,,2
,813,102,6.03,0,,,0
,813,102,6.04,0,,,0
,803,96,6.24,0,,,0
,803,96,6.25,0,,,0
,813,102,6.23,0,,,0
3,703,36,6.04,0,,,1
,902,110,6.13,0,,,0
7,704,36,6.23,0,,,2
4,701,34,6.36,0,,,1
7,704,36,6.56,0,,,2
,698,48,5.92,0,,,0
,813,102,6.06,0,,,0
,813,102,6.27,0,,,0
,817,102,6.27,0,,,0
7,714,42,6.35,0,,,2
