NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL,TimPreAdj,TimTran
65,167,20,27.97,0,,,16,3127,40,93.0,40,441,3441,5.81,2.5,9,0.56,0.583,0.823,0.556,213,3654,3064,26.472,180365,20246,1.85,19,6,63,26.545,0.819
138,188,32,27.91,0,,,21,4055,52,186.0,94,674,4538,8.86,4.48,23,1.1,0.75,0.926,0.889,432,6856,4570,25.932,225014,15526,1.53,10,5,98,26.101,0.866
196,188,32,27.32,0,,,23,4502,51,253.0,112,800,5096,11.0,4.87,61,2.65,0.75,0.926,0.889,329,8124,4152,25.33,268266,33103,1.83,9,4,99,25.49,0.846
196,195,34,27.95,0,,,23,4542,51,253.0,112,808,5142,11.0,4.87,61,2.65,0.833,0.961,0.944,374,8215,4229,26.154,22639,36428,1.87,10,4,108,26.285,0.786
138,188,32,27.48,0,,,21,4430,44,186.0,94,764,4991,8.86,4.48,23,1.1,0.75,0.926,0.889,389,7061,4996,25.553,155411,15043,1.47,11,5,98,25.71,0.893
65,167,20,27.49,0,,,16,3127,40,93.0,40,441,3441,5.81,2.5,9,0.56,0.583,0.823,0.556,213,3654,3064,25.831,105556,20244,1.85,19,6,63,25.992,0.813
138,188,32,27.61,0,,,21,4055,52,186.0,94,674,4538,8.86,4.48,23,1.1,0.75,0.926,0.889,432,6856,4570,25.184,243241,15524,1.53,10,5,98,25.342,1.173
138,188,32,27.44,0,,,21,4055,52,186.0,94,674,4538,8.86,4.48,23,1.1,0.75,0.926,0.889,432,6856,4570,25.361,98281,15524,1.53,10,5,98,25.479,0.956
138,188,32,27.31,0,,,21,4055,52,186.0,94,674,4538,8.86,4.48,23,1.1,0.75,0.926,0.889,432,6856,4570,25.396,15787,15524,1.53,10,5,98,25.527,0.892
60,162,12,27.52,0,,,13,1861,46,101.0,42,283,2073,7.77,3.23,5,0.38,0.5,0.798,0.333,379,2071,1784,26.013,150510,7371,1.4,15,5,45,26.11,0.823
65,167,20,28.13,0,,,16,3127,40,93.0,40,441,3441,5.81,2.5,9,0.56,0.583,0.823,0.556,213,3654,3064,26.517,162080,20048,1.83,19,6,63,26.624,0.804
65,167,20,27.38,0,,,16,3127,40,93.0,40,441,3441,5.81,2.5,9,0.56,0.583,0.823,0.556,213,3654,3064,25.711,169665,20246,1.85,19,6,63,25.827,0.875
110,174,22,27.98,0,,,21,6595,78,155.0,71,1111,7436,7.38,3.38,18,0.86,0.583,0.857,0.611,1104,9625,6521,25.49,267219,22641,1.61,25,8,70,25.643,1.203
196,188,32,27.36,0,,,23,4502,51,253.0,112,800,5096,11.0,4.87,61,2.65,0.75,0.926,0.889,329,8124,4152,25.529,173903,33103,1.83,9,4,99,25.666,0.767
65,167,20,27.32,0,,,16,3127,40,93.0,40,441,3441,5.81,2.5,9,0.56,0.583,0.823,0.556,213,3654,3064,25.733,247548,20048,1.83,19,6,63,25.831,0.926
65,155,8,26.84,0,,,16,2986,38,93.0,40,421,3286,5.81,2.5,9,0.56,0.333,0.764,0.222,70,3419,2890,25.256,235427,16441,1.59,19,6,30,25.415,0.755
138,188,32,27.36,0,,,21,4055,52,186.0,94,674,4538,8.86,4.48,23,1.1,0.75,0.926,0.889,432,6856,4570,25.466,249580,15524,1.53,10,5,98,25.614,0.898
138,188,32,27.24,0,,,21,4055,52,186.0,94,674,4538,8.86,4.48,23,1.1,0.75,0.926,0.889,432,6856,4570,25.178,155448,15525,1.53,10,5,98,25.349,0.955
60,162,12,27.31,0,,,13,1861,46,101.0,42,283,2073,7.77,3.23,5,0.38,0.5,0.798,0.333,379,2071,1784,25.7,141286,8935,1.7,15,5,45,25.793,0.822
67,155,8,28.09,0,,,12,1414,32,79.0,45,193,1537,6.58,3.75,10,0.83,0.333,0.764,0.222,154,2240,1912,26.865,194244,9918,1.89,9,2,30,26.955,0.556
141,188,32,27.97,0,,,21,6334,68,189.0,97,1144,7188,9.0,4.62,23,1.1,0.75,0.926,0.889,886,9543,7461,25.714,81543,27267,1.6,19,6,98,25.873,1.166
65,167,20,27.58,0,,,16,3127,40,93.0,40,441,3441,5.81,2.5,9,0.56,0.583,0.823,0.556,213,3654,3064,26.024,192428,20048,1.83,19,6,63,26.134,0.792
138,188,32,27.59,0,,,21,4055,52,186.0,94,674,4538,8.86,4.48,23,1.1,0.75,0.926,0.889,432,6856,4570,25.339,240721,15525,1.53,10,5,98,25.488,0.988
225,181,30,27.66,0,,,25,5161,59,286.0,138,919,5841,11.44,5.52,62,2.48,0.75,0.892,0.833,206,9936,4815,25.686,225401,41989,2.01,9,4,90,25.818,0.788
65,162,12,27.33,0,,,16,3020,38,93.0,40,426,3323,5.81,2.5,9,0.56,0.5,0.798,0.333,105,3489,2935,25.67,243431,16441,1.57,19,6,45,25.783,0.868
141,188,32,27.13,0,,,21,6334,68,189.0,97,1144,7188,9.0,4.62,23,1.1,0.75,0.926,0.889,886,9543,7461,24.814,249141,27267,1.6,19,6,98,24.993,1.158
65,167,20,27.68,0,,,16,3127,40,93.0,40,441,3441,5.81,2.5,9,0.56,0.583,0.823,0.556,213,3654,3064,26.124,201779,20244,1.85,19,6,63,26.24,0.803
65,167,20,27.03,0,,,16,3127,40,93.0,40,441,3441,5.81,2.5,9,0.56,0.583,0.823,0.556,213,3654,3064,25.203,43981,20135,1.84,19,6,63,25.356,1.013
