NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
784,311,168,28.35,0,,,77,28141,6311,2996.0,154,5612,36714,38.91,2.0,553,7.18,1.0,0.928,0.923,1350,35956,16713,23.665,428367,42070,1.25,16,4,311
947,319,176,28.36,0,,,121,24346,5046,6566.0,220,4961,31446,54.26,1.82,606,5.01,1.0,0.952,0.967,1470,32534,18466,22.7,407263,40722,1.22,11,3,323
774,310,168,28.36,0,,,74,38835,9385,3101.0,156,7444,50703,41.91,2.11,546,7.38,1.0,0.925,0.923,1182,34860,15863,22.28,21881,35292,1.04,44,8,311
838,310,168,28.29,0,,,74,29363,6743,3198.0,163,5846,38350,43.22,2.2,601,8.12,1.0,0.925,0.923,1195,37073,19379,23.43,278592,41889,1.17,11,4,311
784,310,168,28.25,0,,,77,28138,6311,2996.0,154,5610,36710,38.91,2.0,553,7.18,1.0,0.925,0.923,1346,35886,16667,23.292,332032,41320,1.24,16,4,311
645,314,168,28.33,0,,,78,16541,2930,4822.0,139,3462,21046,61.82,1.78,428,5.49,1.0,0.937,0.923,1187,17060,10332,23.902,323238,26984,1.21,45,20,311
645,314,168,28.25,0,,,78,16541,2930,4822.0,139,3462,21046,61.82,1.78,428,5.49,1.0,0.937,0.923,1187,17060,10332,23.634,342811,26984,1.21,45,20,311
774,310,168,28.29,0,,,74,38835,9385,3101.0,156,7444,50703,41.91,2.11,546,7.38,1.0,0.925,0.923,1182,34860,15863,22.641,227662,35292,1.04,44,8,311
793,311,168,28.32,0,,,85,29328,6678,3375.0,154,5845,38307,39.71,1.81,554,6.52,1.0,0.928,0.923,1379,36239,16763,23.114,387698,41770,1.23,11,4,311
784,311,168,28.26,0,,,77,28140,6311,2996.0,154,5611,36713,38.91,2.0,553,7.18,1.0,0.928,0.923,1349,35921,16690,23.376,406573,41967,1.25,16,4,311
1069,310,168,28.29,0,,,389,50384,11914,13337.0,148,9347,65194,34.29,0.38,540,1.39,1.0,0.925,0.923,1232,29546,16335,17.371,155307,52307,1.21,44,12,311
765,312,168,28.23,0,,,75,22699,4488,4638.0,173,4538,29179,61.84,2.31,535,7.13,1.0,0.931,0.923,1183,29198,14115,22.772,218354,37411,1.3,50,18,311
793,311,168,28.34,0,,,85,29352,6682,3375.0,154,5852,38338,39.71,1.81,554,6.52,1.0,0.928,0.923,1404,36375,16854,23.07,459141,42347,1.24,11,4,312
