NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
,790,20,3.34,0,,,0
3,1133,68,3.59,0,,,1
20,1143,68,4.03,0,,,3
3,1133,68,3.6,0,,,1
79,845,52,4.07,0,,,6
,790,20,3.37,0,,,0
,1465,82,3.74,0,,,0
9,465,22,3.31,0,,,2
79,845,52,3.92,0,,,6
3,1133,68,4.1,0,,,1
,790,20,3.92,0,,,0
,1132,68,3.53,0,,,0
9,465,22,3.41,0,,,2
,790,20,3.32,0,,,0
3,1719,102,3.92,0,,,1
,1132,68,3.47,0,,,0
79,845,52,4.04,0,,,6
79,845,52,3.99,0,,,6
,1108,68,3.52,0,,,0
109,1064,38,4.12,0,,,4
9,465,22,3.36,0,,,2
3,1719,102,3.96,0,,,1
79,845,52,3.99,0,,,6
3,1719,102,3.96,0,,,1
,790,20,3.32,0,,,0
,790,20,3.37,0,,,0
3,1306,72,3.72,0,,,1
3,1133,68,3.64,0,,,1
3,1133,68,3.63,0,,,1
3,1133,68,3.62,0,,,1
