NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
190,1398,66,6.43,0,,,13
132,1398,66,5.16,0,,,11
190,1398,66,6.39,0,,,13
132,1398,66,5.22,0,,,11
4,1318,60,3.28,0,,,1
236,1409,66,7.34,0,,,14
134,1398,66,5.88,0,,,11
132,1398,66,5.2,0,,,11
190,1398,66,6.67,0,,,13
4,1318,60,3.16,0,,,1
190,1398,66,6.57,0,,,13
132,1398,66,5.19,0,,,11
,1046,42,3.0,0,,,0
,1046,42,2.95,0,,,0
132,1398,66,5.22,0,,,11
,1046,42,2.9,0,,,0
187,1397,66,7.06,0,,,12
190,1398,66,6.36,0,,,13
132,1398,66,5.16,0,,,11
,1145,46,3.12,0,,,0
,1116,44,3.06,0,,,0
,1046,42,2.98,0,,,0
,1046,42,2.96,0,,,0
4,1318,60,3.26,0,,,1
132,1398,66,5.19,0,,,11
,1159,46,3.09,0,,,0
,1046,42,3.5,0,,,0
,1116,44,3.14,0,,,0
,1046,42,3.07,0,,,0
190,1398,66,6.41,0,,,13
