NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
,1419,164,3.28,1,,,0
,1419,164,3.26,1,,,0
,1419,164,3.28,1,,,0
,1419,164,3.22,1,,,0
,1419,164,3.27,1,,,0
,1419,164,3.36,1,,,0
,1419,164,3.32,1,,,0
,1419,164,3.48,1,,,0
,1419,164,3.36,1,,,0
,1419,164,3.3,1,,,0
,1419,164,3.26,1,,,0
,1419,164,3.31,1,,,0
,1419,164,3.3,1,,,0
,1419,164,3.35,1,,,0
,1419,164,3.22,1,,,0
,1419,164,3.3,1,,,0
,1419,164,3.75,1,,,0
,1419,164,3.27,1,,,0
,1419,164,3.24,1,,,0
,1419,164,3.35,1,,,0
,1419,164,3.33,1,,,0
,1419,164,3.31,1,,,0
,1419,164,3.35,1,,,0
,1419,164,3.17,1,,,0
,1419,164,3.35,1,,,0
,1419,164,3.32,1,,,0
,1419,164,3.28,1,,,0
,1419,164,3.3,1,,,0
,1419,164,3.33,1,,,0
,1419,164,3.31,1,,,0
