NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
369,1591,74,6.55,1,,,24
369,1591,74,5.87,1,,,24
375,1591,74,5.96,1,,,24
407,1591,74,7.17,1,,,21
369,1591,74,6.54,1,,,24
343,1591,74,8.49,1,,,21
445,1591,74,6.86,1,,,24
315,1591,74,7.87,1,,,18
403,1591,74,5.6,1,,,24
403,1591,74,5.71,1,,,24
375,1591,74,5.67,1,,,17
369,1591,74,6.59,1,,,24
403,1591,74,5.74,1,,,24
369,1591,74,6.17,1,,,24
343,1591,74,7.71,1,,,21
369,1591,74,6.67,1,,,24
375,1591,74,5.98,1,,,24
375,1591,74,5.74,1,,,17
445,1591,74,5.82,1,,,24
369,1591,74,6.55,1,,,24
404,1591,74,6.82,1,,,21
375,1591,74,5.76,1,,,17
375,1591,74,6.07,1,,,17
369,1591,74,5.97,1,,,24
343,1591,74,7.85,1,,,21
369,1591,74,5.88,1,,,24
369,1591,74,6.04,1,,,24
369,1591,74,6.13,1,,,24
369,1591,74,6.17,1,,,24
375,1591,74,5.65,1,,,17
