NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,1204,1120,897.71,0,,,65,566111,83275,1841.0,40,93254,657603,28.32,0.63,474,7.41,0.692,0.825,0.929,3378,31865,2493,23.127,746,3541,0.03,3997,1180,1346
810,1089,1082,903.7,0,,,251,82459,822,6644.0,9,7699,88362,26.47,0.04,551,2.2,0.538,0.746,0.897,1692,2478,342,10.875,236,433,0.05,235,67,1234
515,1369,1156,793.11,1,,,37,1496337,251411,1263.0,42,242955,1748873,34.14,1.17,437,12.14,0.897,0.938,0.959,71797,149531,9477,32.456,737,8459,0.03,235,41,1486
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,1204,1120,906.54,0,,,65,566111,83275,1841.0,40,93254,657603,28.32,0.63,474,7.41,0.692,0.825,0.929,3378,31865,2493,20.926,746,3593,0.03,3997,1180,1346
635,1417,1204,906.96,0,,,65,9218788,1526431,1843.0,42,1490020,10748825,28.35,0.66,529,8.27,0.897,0.971,0.998,224737,904953,8881,80.195,827,10158,0.01,235,40,1558
3737,1161,1108,897.63,0,,,1123,418302,1830,34794.0,29,63286,443556,30.98,0.03,2586,2.3,0.667,0.795,0.919,2025,83262,1116,18.172,498,1360,0.03,235,66,1302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,1377,1156,898.69,0,,,60,1476758,240966,1633.0,42,245515,1723429,27.22,0.71,435,7.37,0.897,0.943,0.959,19394,111068,4690,31.114,896,5608,0.02,235,44,1490
810,1089,1082,901.81,0,,,251,82459,822,6644.0,9,7699,88362,26.47,0.04,551,2.2,0.538,0.746,0.897,1692,2478,342,9.118,236,433,0.05,235,67,1234
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,1377,1156,897.71,0,,,251,2451680,404134,6644.0,9,395186,2859430,26.47,0.04,551,2.2,0.897,0.943,0.959,20241,108331,908,18.361,242,1231,0.0,235,32,1490
578,1204,1120,903.75,0,,,65,566111,83275,1841.0,40,93254,657603,28.32,0.63,474,7.41,0.692,0.825,0.929,3378,31865,2493,23.085,746,3533,0.03,3997,1180,1346
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,1089,1082,901.12,0,,,251,82459,822,6644.0,9,7699,88362,26.47,0.04,551,2.2,0.538,0.746,0.897,1692,2478,342,9.493,236,433,0.05,235,67,1234
809,1399,1178,905.73,0,,,254,9240250,1557738,6713.0,9,1513384,10800509,26.43,0.04,547,2.16,0.897,0.958,0.977,60198,426091,1020,46.246,237,1382,0.0,235,37,1523
578,1204,1120,898.17,0,,,65,566111,83275,1841.0,40,93254,657603,28.32,0.63,474,7.41,0.692,0.825,0.929,3378,31865,2493,22.788,746,3533,0.03,3997,1180,1346
578,1204,1120,897.96,0,,,65,566111,83275,1841.0,40,93254,657603,28.32,0.63,474,7.41,0.692,0.825,0.929,3378,31865,2493,24.772,746,3432,0.03,3997,1180,1346
3419,1280,964,897.74,0,,,126,5952088,935324,7840.0,165,1060876,6952374,62.22,1.31,3128,24.83,0.846,0.877,0.799,67880,2863022,86046,366.361,461061,48445,0.05,235,48,1294
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,1128,1098,901.12,0,,,415,148919,1229,11038.0,19,18903,159018,26.6,0.05,966,2.33,0.59,0.773,0.91,1831,6030,600,10.064,274,767,0.04,235,67,1277
2297,1376,1156,905.22,0,,,606,1366711,202059,15595.0,42,207067,1579730,25.73,0.07,1650,2.73,0.897,0.942,0.959,38445,157331,6393,30.442,828,5609,0.02,486,220,1465
578,1204,1120,899.07,0,,,65,566111,83275,1841.0,40,93254,657603,28.32,0.63,474,7.41,0.692,0.825,0.929,3378,31865,2493,19.89,746,3563,0.03,3997,1180,1346
1386,1128,1098,899.76,0,,,414,148223,1234,10996.0,19,18743,158250,26.56,0.05,954,2.31,0.59,0.773,0.91,1831,5844,600,10.218,274,767,0.04,235,67,1277
2297,1376,1156,898.31,0,,,606,1366711,202059,15595.0,42,207067,1579730,25.73,0.07,1650,2.73,0.897,0.942,0.959,38445,157331,6393,31.404,828,5597,0.02,486,220,1465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,1399,1178,899.54,0,,,251,9064628,1528119,6644.0,9,1484541,10595154,26.47,0.04,547,2.19,0.897,0.958,0.977,60192,416833,1003,53.565,236,1353,0.0,235,37,1523
3350,1391,1178,897.3,0,,,126,5884253,926559,7840.0,160,1046941,6873261,62.22,1.28,3065,24.52,0.897,0.953,0.977,68105,2770207,84872,358.911,458530,48136,0.05,235,48,1519
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
