NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
46,130,62,27.69,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,29.936,291717,0,0.0,32,7,131
46,130,62,28.02,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.259,413878,0,0.0,32,7,131
46,130,62,27.84,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.139,349605,0,0.0,32,7,131
46,130,62,27.69,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.096,269165,0,0.0,32,7,131
46,130,62,28.37,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.799,358109,0,0.0,32,7,131
46,130,62,27.78,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.227,329347,0,0.0,32,7,131
46,130,62,27.87,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.349,293383,0,0.0,32,7,131
46,130,62,28.01,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.457,373955,0,0.0,32,7,131
46,130,62,28.02,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,33.532,180206,0,0.0,32,7,131
46,130,62,28.45,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.7,194022,0,0.0,32,7,131
46,130,62,28.49,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.481,326306,0,0.0,32,7,131
46,130,62,28.5,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.506,309653,0,0.0,32,7,131
46,130,62,28.5,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.509,331222,0,0.0,32,7,131
46,130,62,28.49,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.605,326502,0,0.0,32,7,131
46,130,62,28.1,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,34.077,229482,0,0.0,32,7,131
46,130,62,28.39,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.51,324616,0,0.0,32,7,131
46,130,62,28.45,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.443,323973,0,0.0,32,7,131
46,130,62,28.49,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.588,328952,0,0.0,32,7,131
46,130,62,28.52,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.488,350477,0,0.0,32,7,131
46,130,62,28.22,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.208,233641,0,0.0,32,7,131
46,130,62,28.48,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.476,326696,0,0.0,32,7,131
46,130,62,28.51,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.666,308669,0,0.0,32,7,131
46,130,62,28.51,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.466,337068,0,0.0,32,7,131
46,130,62,28.48,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.547,316559,0,0.0,32,7,131
46,130,62,28.09,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.012,261955,0,0.0,32,7,131
46,130,62,28.5,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.427,322067,0,0.0,32,7,131
46,130,62,28.56,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.668,319109,0,0.0,32,7,131
46,130,62,28.52,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.484,331943,0,0.0,32,7,131
46,130,62,28.5,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.546,326161,0,0.0,32,7,131
46,130,62,28.48,0,,,2,714,167,49.0,26,51,884,24.5,13.0,18,9.0,0.222,0.522,0.449,131,168,121,30.616,349374,0,0.0,32,7,131
