NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
640,3528,334,8.64,1,,,32
637,3528,334,7.61,1,,,31
640,3528,334,10.03,1,,,32
640,3528,334,7.69,1,,,32
640,3528,334,7.65,1,,,32
640,3528,334,14.75,1,,,32
640,3528,334,14.8,1,,,32
640,3528,334,10.12,1,,,32
640,3528,334,9.93,1,,,32
640,3528,334,14.72,1,,,32
640,3528,334,14.79,1,,,32
637,3528,334,8.98,1,,,31
640,3528,334,15.31,1,,,32
640,3528,334,14.3,1,,,32
640,3528,334,8.93,1,,,32
640,3528,334,14.02,1,,,32
637,3528,334,14.62,1,,,31
640,3528,334,9.95,1,,,32
637,3528,334,9.98,1,,,31
640,3528,334,8.81,1,,,32
640,3528,334,7.93,1,,,32
640,3528,334,10.14,1,,,32
640,3528,334,13.54,1,,,32
640,3528,334,14.07,1,,,32
640,3528,334,8.44,1,,,32
640,3528,334,10.31,1,,,32
640,3528,334,10.16,1,,,32
637,3528,334,13.23,1,,,31
640,3528,334,10.21,1,,,32
637,3528,334,8.74,1,,,31
