NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
360,1295,92,15.36,1,,,24
,,,,,,,
392,1295,92,16.03,1,,,24
271,1179,84,30.21,0,,,21
392,1295,92,28.64,1,,,24
468,1260,92,30.2,0,,,21
251,1156,82,30.14,0,,,19
481,1295,92,30.15,0,,,22
481,1296,92,30.15,0,,,22
472,1295,92,15.13,1,,,23
360,1295,92,15.19,1,,,24
392,1295,92,29.3,1,,,24
481,1295,92,30.18,0,,,22
246,1158,82,30.14,0,,,19
392,1295,92,18.35,1,,,24
481,1296,92,30.19,0,,,22
392,1295,92,16.62,1,,,24
468,1271,92,30.21,0,,,21
468,1284,92,30.16,0,,,21
392,1295,92,28.95,1,,,24
360,1295,92,15.65,1,,,24
371,1295,92,26.43,1,,,25
392,1295,92,29.37,1,,,24
283,1295,92,30.21,0,,,17
360,1295,92,16.73,1,,,24
253,1295,92,30.17,0,,,19
360,1295,92,15.66,1,,,24
360,1295,92,15.12,1,,,24
285,1295,92,30.22,0,,,19
371,1295,92,23.22,1,,,25
