NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
54,830,40,3.58,1,,,6
57,830,40,3.21,1,,,6
54,830,40,3.64,1,,,6
54,830,40,3.36,1,,,6
54,830,40,3.62,1,,,6
51,830,40,3.61,1,,,5
51,830,40,3.61,1,,,5
54,830,40,3.25,1,,,6
57,830,40,3.19,1,,,6
54,830,40,3.4,1,,,6
57,830,40,3.62,1,,,6
57,830,40,3.65,1,,,6
54,830,40,3.45,1,,,6
54,830,40,3.47,1,,,6
54,830,40,3.21,1,,,6
54,830,40,3.24,1,,,6
54,830,40,3.76,1,,,6
54,830,40,3.2,1,,,6
51,830,40,3.67,1,,,5
54,830,40,3.58,1,,,6
54,830,40,3.62,1,,,6
51,830,40,3.62,1,,,5
57,830,40,3.73,1,,,6
54,830,40,3.58,1,,,6
57,830,40,3.18,1,,,6
54,830,40,3.18,1,,,6
54,830,40,3.71,1,,,6
54,830,40,3.69,1,,,6
51,830,40,3.64,1,,,5
54,830,40,3.67,1,,,6
