NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
148,918,972,27.89,0,,,47,13215,492,1234.0,4,1879,14763,26.26,0.09,98,2.13,0.657,0.757,0.888,1208,181,57,3.671,204,66,0.03,249,57,1111
130,1125,1040,28.09,0,,,41,33883,4180,1062.0,4,5556,38680,25.9,0.1,86,2.15,0.886,0.928,0.951,7720,533,83,3.926,204,128,0.02,249,39,1296
142,985,1014,28.03,0,,,45,22995,2146,1170.0,4,3678,26050,26.0,0.09,94,2.14,0.771,0.813,0.927,1864,307,77,4.052,204,118,0.03,249,43,1206
76,1124,1040,27.98,0,,,25,300904,46945,662.0,2,54756,347933,26.48,0.08,49,1.96,0.829,0.927,0.951,18677,55,28,2.565,202,38,0.0,249,32,1300
157,895,978,27.92,0,,,50,17724,748,1090.0,4,3449,19667,21.8,0.08,104,2.12,0.6,0.738,0.894,1465,949,62,3.796,204,82,0.02,260,121,1112
28,1127,1042,28.1,0,,,7,251803,39556,152.0,4,45740,291429,21.71,0.67,18,3.0,0.886,0.93,0.952,31385,1962,125,4.66,204,248,0.0,249,37,1308
98,1126,1042,27.9,0,,,11,77804,11950,310.0,8,13530,90292,28.18,0.8,80,8.0,0.886,0.929,0.952,20970,3485,158,4.679,210,270,0.02,249,92,1282
76,1176,1090,27.95,0,,,25,268593,40466,662.0,2,48252,311523,26.48,0.08,49,1.96,0.886,0.97,0.996,119555,80,28,2.751,202,38,0.0,2194,1245,1378
85,1126,1042,28.06,0,,,10,77457,11937,270.0,8,13472,89897,27.0,0.89,68,7.56,0.886,0.929,0.952,21007,3431,146,4.85,210,254,0.02,249,92,1282
49,1177,1092,27.85,0,,,17,238446,37202,364.0,2,43694,276478,21.41,0.13,31,1.94,0.886,0.971,0.998,137465,1250,20,3.053,202,34,0.0,2307,1077,1383
