NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
70,723,30,3.22,1,,,5
73,723,30,3.22,1,,,6
62,723,30,3.07,1,,,4
73,723,30,3.39,1,,,6
73,723,30,3.46,1,,,6
73,723,30,3.39,1,,,6
73,723,30,3.2,1,,,6
73,723,30,3.14,1,,,6
73,723,30,3.41,1,,,6
73,723,30,3.04,1,,,6
73,723,30,3.5,1,,,6
70,723,30,3.1,1,,,5
73,723,30,3.3,1,,,6
73,723,30,3.26,1,,,6
73,723,30,3.48,1,,,6
73,723,30,3.12,1,,,6
73,723,30,3.25,1,,,6
73,723,30,3.38,1,,,6
73,723,30,3.56,1,,,6
73,723,30,3.78,1,,,6
70,723,30,3.2,1,,,5
77,723,30,3.07,1,,,6
73,723,30,3.19,1,,,6
70,723,30,3.19,1,,,5
65,723,30,3.04,1,,,5
73,723,30,3.26,1,,,6
73,723,30,3.17,1,,,6
73,723,30,3.04,1,,,6
73,723,30,3.21,1,,,6
77,723,30,3.01,1,,,6
