NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
52,173,82,897.91,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,960.639,63773,0,0.0,42,8,171
52,173,82,898.58,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,973.292,317529,0,0.0,42,8,171
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,173,82,900.6,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,985.202,434982,0,0.0,42,8,171
52,173,82,898.61,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,984.228,330449,0,0.0,42,8,171
52,173,82,898.69,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,983.036,120267,0,0.0,42,8,171
52,173,82,898.63,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,982.871,143242,0,0.0,42,8,171
52,173,82,898.59,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,968.818,208826,0,0.0,42,8,171
52,173,82,898.13,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,968.574,311185,0,0.0,42,8,171
52,173,82,900.17,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,984.82,434982,0,0.0,42,8,171
52,173,82,898.6,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,982.954,23415,0,0.0,42,8,171
52,173,82,901.21,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,985.719,434982,0,0.0,42,8,171
52,173,82,902.88,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,988.103,434982,0,0.0,42,8,171
52,173,82,898.59,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,983.422,450866,0,0.0,42,8,171
52,173,82,898.69,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,971.559,416086,0,0.0,42,8,171
52,173,82,901.24,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,985.842,434982,0,0.0,42,8,171
52,173,82,900.82,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,985.593,434982,0,0.0,42,8,171
52,173,82,900.71,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,985.308,434982,0,0.0,42,8,171
52,173,82,898.7,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,983.1,434982,0,0.0,42,8,171
52,173,82,901.44,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,986.461,434982,0,0.0,42,8,171
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,173,82,901.37,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,986.497,434982,0,0.0,42,8,171
52,173,82,905.55,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,991.174,434982,0,0.0,42,8,171
52,173,82,898.6,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,983.193,434982,0,0.0,42,8,171
52,173,82,906.1,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,991.632,434982,0,0.0,42,8,171
52,173,82,900.82,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,985.561,434982,0,0.0,42,8,171
52,173,82,904.74,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,990.677,434982,0,0.0,42,8,171
52,173,82,902.77,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,988.032,434982,0,0.0,42,8,171
52,173,82,900.69,0,,,2,1132,292,55.0,29,57,1427,27.5,14.5,21,10.5,0.2,0.515,0.363,171,182,117,985.784,434982,0,0.0,42,8,171
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
