NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
39,595,324,28.21,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.9,297764,0,0.0,43,5,631
39,595,324,28.28,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.902,299720,346,0.76,43,5,631
39,595,324,28.17,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.866,294971,346,0.76,43,5,631
39,595,324,27.91,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.582,176067,396,0.86,43,5,631
39,595,324,28.12,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.854,276648,346,0.76,43,5,631
39,595,324,28.24,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.894,295267,522,1.14,43,5,631
39,595,324,28.1,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.858,301146,346,0.76,43,5,631
39,595,324,28.23,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.923,294279,346,0.76,43,5,631
39,595,324,28.78,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,30.676,220922,346,0.76,43,5,631
39,595,324,28.19,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.835,276234,346,0.76,43,5,631
39,595,324,28.23,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.877,269779,398,0.87,43,5,631
39,595,324,28.18,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.807,294455,396,0.86,43,5,631
39,595,324,28.1,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.795,300450,522,1.14,43,5,631
39,595,324,28.09,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.795,265667,396,0.86,43,5,631
39,595,324,28.29,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,30.019,317225,346,0.76,43,5,631
39,595,324,28.14,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.778,300561,346,0.76,43,5,631
39,595,324,28.18,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.803,255233,346,0.76,43,5,631
39,595,324,28.12,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.839,270371,512,1.12,43,5,631
39,595,324,28.21,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.806,292495,512,1.12,43,5,631
39,595,324,28.12,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.921,223270,344,0.75,43,5,631
39,595,324,28.13,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,27.246,251637,346,0.76,43,5,631
39,595,324,28.17,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,30.007,220922,522,1.14,43,5,631
39,595,324,28.22,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.864,310633,398,0.87,43,5,631
39,595,324,28.05,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.827,278261,274,0.6,43,5,631
39,595,324,28.24,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.849,306352,398,0.87,43,5,631
39,595,324,28.27,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.951,313373,396,0.86,43,5,631
39,595,324,28.23,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,30.032,174496,274,0.6,43,5,631
39,595,324,28.25,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,30.004,295708,346,0.76,43,5,631
39,595,324,28.27,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,29.915,314060,346,0.76,43,5,631
39,595,324,28.3,0,,,2,1551,429,43.0,22,44,1983,21.5,11.0,15,7.5,0.25,0.733,0.638,631,308,250,30.015,313364,396,0.86,43,5,631
