NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
119,769,36,3.95,1,,,8
116,769,36,3.31,1,,,8
116,769,36,3.4,1,,,8
116,769,36,4.05,1,,,8
119,769,36,4.11,1,,,8
113,769,36,3.69,1,,,7
116,769,36,3.92,1,,,8
119,769,36,3.38,1,,,8
116,769,36,4.2,1,,,8
116,769,36,3.49,1,,,7
119,769,36,3.53,1,,,8
116,769,36,3.83,1,,,8
116,769,36,4.07,1,,,8
116,769,36,3.81,1,,,8
119,769,36,3.48,1,,,8
116,769,36,3.58,1,,,8
119,769,36,3.56,1,,,8
116,769,36,3.99,1,,,8
119,769,36,3.76,1,,,8
113,769,36,3.74,1,,,7
119,769,36,3.47,1,,,8
119,769,36,3.55,1,,,8
113,769,36,4.01,1,,,7
116,769,36,3.93,1,,,8
113,769,36,3.65,1,,,7
116,769,36,4.06,1,,,8
116,769,36,3.44,1,,,7
119,769,36,3.58,1,,,8
116,769,36,3.76,1,,,8
119,769,36,3.4,1,,,8
