NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
262,1619,54,5.1,1,,,15
269,1619,54,4.97,1,,,13
262,1619,54,5.4,1,,,15
262,1619,54,5.19,1,,,15
262,1619,54,5.37,1,,,15
262,1619,54,5.06,1,,,15
262,1619,54,5.99,1,,,15
262,1619,54,4.66,1,,,15
259,1619,54,4.64,1,,,14
262,1619,54,5.13,1,,,15
262,1619,54,5.28,1,,,15
262,1619,54,6.2,1,,,15
259,1619,54,5.34,1,,,14
266,1619,54,5.91,1,,,15
259,1619,54,5.34,1,,,14
262,1619,54,6.34,1,,,15
262,1619,54,5.13,1,,,15
262,1619,54,4.78,1,,,15
259,1619,54,5.19,1,,,14
262,1619,54,5.16,1,,,15
262,1619,54,4.72,1,,,15
262,1619,54,5.03,1,,,15
262,1619,54,5.36,1,,,15
262,1619,54,4.67,1,,,15
262,1619,54,5.13,1,,,15
262,1619,54,5.43,1,,,15
262,1619,54,4.71,1,,,15
262,1619,54,5.29,1,,,15
262,1619,54,5.42,1,,,15
263,1619,54,6.08,1,,,14
