NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
893,307,166,28.42,0,,,78,29639,6568,3116.0,160,5922,38626,39.95,2.05,655,8.4,0.923,0.911,0.902,1071,42147,20826,24.971,24007,51716,1.32,16,4,302
1317,312,170,28.44,0,,,407,55171,13814,12755.0,175,11014,72300,31.34,0.43,736,1.81,1.0,0.926,0.924,1101,41190,20334,20.801,133995,77477,1.33,47,11,314
902,312,170,28.4,0,,,86,30824,6941,3495.0,160,6165,40223,40.64,1.86,656,7.63,1.0,0.926,0.924,1141,42615,21101,25.137,115426,52571,1.3,11,4,314
645,316,170,28.39,0,,,78,16664,2941,4822.0,139,3465,21181,61.82,1.78,428,5.49,1.0,0.938,0.924,1228,17135,10397,25.035,200085,29112,1.23,45,20,314
645,316,170,28.48,0,,,78,16664,2941,4822.0,139,3465,21181,61.82,1.78,428,5.49,1.0,0.938,0.924,1228,17135,10397,25.331,254283,29112,1.23,45,20,314
768,313,170,28.43,0,,,65,41050,10107,2848.0,156,7900,53784,43.82,2.4,547,8.42,1.0,0.929,0.924,1408,36608,16878,24.293,254700,40007,1.07,41,7,314
765,319,174,28.52,0,,,75,23260,4582,4638.0,173,4628,29867,61.84,2.31,535,7.13,1.0,0.947,0.946,1644,30789,15074,25.176,419348,44899,1.39,50,18,320
893,312,170,28.32,0,,,78,29707,6580,3116.0,160,5934,38709,39.95,2.05,655,8.4,1.0,0.926,0.924,1138,42353,21007,25.364,447605,52729,1.32,16,4,314
784,321,178,28.51,0,,,77,28554,6374,2996.0,154,5692,37219,38.91,2.0,553,7.18,1.0,0.953,0.967,1657,37271,17340,25.238,419508,45342,1.29,16,4,326
902,312,170,28.46,0,,,86,30824,6941,3495.0,160,6165,40223,40.64,1.86,656,7.63,1.0,0.926,0.924,1141,42615,21101,24.966,167881,52571,1.3,11,4,314
645,316,170,28.53,0,,,78,16667,2941,4822.0,139,3467,21185,61.82,1.78,428,5.49,1.0,0.938,0.924,1232,17211,10449,25.826,419540,30272,1.27,45,20,314
1317,312,170,28.46,0,,,407,55263,13834,12755.0,175,11024,72414,31.34,0.43,736,1.81,1.0,0.926,0.924,1193,41401,20542,20.795,207638,80784,1.38,47,11,314
950,321,178,28.37,0,,,124,24805,5115,6608.0,220,5007,31987,53.29,1.77,606,4.89,1.0,0.953,0.967,1491,32594,18494,23.597,229350,40802,1.21,11,3,326
