NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
38,1419,50,4.06,1,,,7
38,1419,50,4.59,1,,,7
38,1419,50,4.59,1,,,7
38,1419,50,4.61,1,,,7
39,1419,50,4.63,1,,,7
38,1419,50,4.23,1,,,7
38,1419,50,4.36,1,,,7
38,1419,50,4.58,1,,,7
38,1419,50,4.55,1,,,7
39,1419,50,4.68,1,,,7
38,1419,50,4.62,1,,,7
38,1419,50,4.04,1,,,7
38,1419,50,4.48,1,,,7
38,1419,50,4.41,1,,,7
38,1419,50,4.54,1,,,7
38,1419,50,4.68,1,,,7
38,1419,50,3.98,1,,,7
38,1419,50,4.08,1,,,7
38,1419,50,4.73,1,,,7
38,1419,50,4.65,1,,,7
38,1419,50,4.03,1,,,7
46,1419,50,4.54,1,,,6
38,1419,50,4.13,1,,,7
38,1419,50,5.19,1,,,7
38,1419,50,5.45,1,,,7
38,1419,50,4.06,1,,,7
38,1419,50,4.6,1,,,7
38,1419,50,4.51,1,,,7
46,1419,50,4.5,1,,,6
38,1419,50,4.53,1,,,7
