NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
,952,2,6.02,1,,,0
,952,2,5.2,1,,,0
,952,2,4.99,1,,,0
,952,2,4.96,1,,,0
,952,2,5.36,1,,,0
,952,2,4.92,1,,,0
,952,2,5.11,1,,,0
,952,2,5.48,1,,,0
,952,2,5.04,1,,,0
,952,2,5.22,1,,,0
,952,2,5.03,1,,,0
,952,2,5.27,1,,,0
,952,2,5.24,1,,,0
,952,2,5.35,1,,,0
,952,2,5.29,1,,,0
,952,2,5.05,1,,,0
,952,2,5.08,1,,,0
,952,2,5.27,1,,,0
,952,2,4.99,1,,,0
,952,2,4.86,1,,,0
,952,2,4.86,1,,,0
,952,2,4.99,1,,,0
,952,2,5.03,1,,,0
,952,2,5.02,1,,,0
,952,2,5.1,1,,,0
,952,2,6.46,1,,,0
,952,2,6.02,1,,,0
,952,2,5.3,1,,,0
,952,2,4.9,1,,,0
,952,2,5.39,1,,,0
