NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
108,4280,4512,903.78,0,,,15,1250178,210139,276.0,18,88237,1473459,18.4,1.29,84,6.0,0.619,0.823,0.93,197170,2587,358,450.649,469,339,0.0,3951,1719,4988
189,2832,2888,903.4,0,,,9,41162,5760,198.0,27,495,47219,22.0,3.0,153,17.0,0.071,0.545,0.595,2912,881,740,651.061,1432,610,0.38,870,394,2912
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,4280,4512,905.77,0,,,15,1250178,210139,276.0,18,88237,1473459,18.4,1.29,84,6.0,0.619,0.823,0.93,197170,2587,358,459.159,469,334,0.0,3951,1719,4988
85,4526,4658,897.08,0,,,5,15570543,3293830,90.0,15,969701,19077264,18.0,3.0,65,13.0,0.667,0.871,0.96,2185315,1069,195,399.352,260,224,0.0,59611,30353,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,5112,4792,897.02,0,,,8,3220281,682668,168.0,24,247694,3903244,21.0,3.0,128,16.0,0.94,0.983,0.988,357857,790,676,584.072,1351,500,0.0,870,76,5837
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,4280,4512,905.07,0,,,15,1250178,210139,276.0,18,88237,1473459,18.4,1.29,84,6.0,0.619,0.823,0.93,197170,2587,358,455.602,469,339,0.0,3951,1719,4988
13,4665,4672,897.25,0,,,18,7709949,1633309,320.0,3,489432,9435815,17.78,0.18,9,0.53,0.75,0.897,0.963,609235,473,10,98.316,202,23,0.0,59651,30429,5388
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,4561,3656,898.31,0,,,9,11576095,2463150,316.0,0,896652,14039420,35.11,0.0,56,6.22,0.917,0.877,0.754,4167369,182810,594,110.807,205,1021,0.0,1783,250,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,5104,4792,897.12,0,,,11,8961257,1897438,368.0,3,691377,10858950,33.45,0.27,84,7.64,0.917,0.982,0.988,380045,70747,507,173.128,207,811,0.0,870,49,5825
189,2832,2888,904.73,0,,,9,41162,5760,198.0,27,495,47219,22.0,3.0,153,17.0,0.071,0.545,0.595,2912,881,740,658.152,1432,610,0.38,870,394,2912
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2832,2888,907.05,0,,,9,41162,5760,198.0,27,495,47219,22.0,3.0,153,17.0,0.071,0.545,0.595,2912,881,740,654.709,1432,610,0.38,870,394,2912
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,5107,4794,900.85,0,,,11,8913273,1887527,368.0,3,687706,10801001,33.45,0.3,65,6.5,0.94,0.982,0.988,783573,69119,495,170.151,207,811,0.0,870,49,5833
189,2832,2888,905.61,0,,,9,41162,5760,198.0,27,495,47219,22.0,3.0,153,17.0,0.071,0.545,0.595,2912,881,740,657.014,1432,610,0.38,870,394,2912
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3756,4172,899.5,0,,,27,736743,5211,482.0,3,66349,778770,17.85,0.12,9,0.35,0.321,0.722,0.86,9467,922,12,88.72,202,30,0.0,3656,755,4336
189,1643,2888,897.31,0,,,9,41158,5760,198.0,27,493,47215,22.0,3.0,153,17.0,0.06,0.316,0.595,2908,863,731,651.84,1432,608,0.38,870,394,2908
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4526,4658,896.82,0,,,5,15550729,3289596,90.0,15,968628,19052728,18.0,3.0,65,13.0,0.667,0.871,0.96,2165013,1069,195,396.848,260,224,0.0,59611,29980,
160,4746,4662,896.82,0,,,8,2987467,633036,168.0,24,229654,3620824,21.0,3.0,128,16.0,0.726,0.913,0.961,125076,683,576,588.919,922,500,0.0,870,77,5461
